"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH"
"TQRMNOPSXHIOKMCDEFNFF00154546";1;1;2006;1;41;"N";0;112;4;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;1;7;600;"3";"3";"4";NA;"3";NA;75;"1";"1";"2";NA;"1";NA;127
"TQRMNOTPVHINKSCDEFNFF00174035";1;1;2006;1;41;"N";0;164;3;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"1";"2";NA;"1";NA;300;"4";"4";"6";NA;"5";NA;187
"TQRMNOSPRHINKSCDEFNFF00174034";1;1;2006;1;41;"N";0;164;1;1;8;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900;"4";"5";"6";NA;"5";NA;900;"9";"9";"10";NA;"9";NA;197
"TQRMNORSQHINKSCDEFNFF00174033";1;1;2006;1;41;"N";0;164;3;1;8;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;210;"1";"1";"1";NA;"1";NA;210;"3";"3";"5";NA;"4";NA;175
"TQRMNOTWXHINKSCDEFNFF00174036";1;1;2006;1;41;"N";0;164;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;150;"1";"1";"1";NA;"1";NA;50;"1";"1";"1";NA;"1";NA;178
"TQRMNOQXSHINKSCDEFNFF00174032";1;1;2006;1;41;"N";0;164;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;1200;"5";"6";"7";NA;"6";NA;300;"4";"4";"6";NA;"5";NA;205
"TQRMNOVQVHINKSCDEFNFF00174037";1;1;2006;1;41;"N";0;164;4;3;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;6;3;3;1750;"7";"8";"9";NA;"8";NA;291.67;"4";"4";"6";NA;"5";NA;181
"TQRMNOPTRHINKSCDEFNFF00174030";1;1;2006;1;41;"N";0;164;4;3;3;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPWYHIKKNCDEFNFF00219853";1;1;2006;1;41;"N";0;136;4;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600;"3";"3";"4";NA;"3";NA;300;"4";"4";"6";NA;"5";NA;173
"TQRMNOSTRHIKKNCDEFNFF00219855";1;1;2006;1;41;"N";0;136;4;3;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOQSSHIMLRCDEFNFF00202127";1;1;2006;1;41;"N";0;114;4;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;430;"2";"2";"3";NA;"2";NA;143.33;"2";"2";"3";NA;"2";NA;125
"TQRMNORWWHIMLRCDEFNFF00202130";1;1;2006;1;41;"N";0;114;4;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2360;"8";"9";"10";NA;"9";NA;1180;"9";"10";"10";NA;"10";NA;133
"TQRMNOPSVHIMLRCDEFNFF00202125";1;1;2006;1;41;"N";0;114;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1120;"5";"6";"7";NA;"6";NA;224;"3";"3";"5";NA;"4";NA;132
"TQRMNOSRXHIMLRCDEFNFF00202131";1;1;2006;1;41;"N";0;114;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1830;"8";"8";"9";NA;"8";NA;305;"4";"5";"6";NA;"5";NA;178
"TQRMNORSSHIMLRCDEFNFF00202129";1;1;2006;1;41;"N";0;114;3;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;2;7;700;"3";"4";"5";NA;"4";NA;77.78;"1";"1";"2";NA;"1";NA;83
"TQRMNORTSHINKUCDEFNFF00219897";1;1;2006;1;41;"N";0;137;3;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"3";"3";"4";NA;"3";NA;600;"7";"8";"9";NA;"8";NA;122
"TQRMNOSQWHINKUCDEFNFF00219898";1;1;2006;1;41;"N";0;137;2;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1070;"5";"6";"7";NA;"6";NA;1070;"9";"9";"10";NA;"9";NA;153
"TQRMNOPPVHINKUCDEFNFF00219892";1;1;2006;1;41;"N";0;137;3;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1030;"5";"5";"7";NA;"6";NA;343.33;"5";"5";"7";NA;"5";NA;173
"TQRMNOPWTHINKUCDEFNFF00219894";1;1;2006;1;41;"N";0;137;2;1;3;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1089;"5";"6";"7";NA;"6";NA;544.5;"7";"7";"9";NA;"7";NA;152
"TQRMNOPTQHINKUCDEFNFF00219893";1;1;2006;1;41;"N";0;137;3;1;1;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;540;"2";"3";"4";NA;"3";NA;540;"7";"7";"9";NA;"7";NA;122
"TQRMNOQTSHINKUCDEFNFF00219895";1;1;2006;1;41;"N";0;137;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1286;"6";"6";"8";NA;"6";NA;321.5;"4";"5";"7";NA;"5";NA;165
"TQRMNORPQHINKUCDEFNFF00219896";1;1;2006;1;41;"N";0;137;4;2;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;4;0;4;4830;"10";"10";"10";NA;"10";NA;1207.5;"9";"10";"10";NA;"10";NA;210
"TQRMNOPPSHINLQCDEFNFF00174047";1;1;2006;1;41;"N";0;145;3;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1970;"8";"8";"9";NA;"8";NA;492.5;"6";"7";"8";NA;"7";NA;188
"TQRMNOQURHINLQCDEFNFF00174050";1;1;2006;1;41;"N";0;145;3;2;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;1070;"5";"6";"7";NA;"6";NA;356.67;"5";"5";"7";NA;"6";NA;139
"TQRMNORRYHINLQCDEFNFF00174052";1;1;2006;1;41;"N";0;145;4;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPXUHINLQCDEFNFF00174048";1;1;2006;1;41;"N";0;145;5;3;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;990;"5";"5";"6";NA;"5";NA;247.5;"3";"4";"5";NA;"4";NA;174
"TQRMNOQXXHINLQCDEFNFF00174051";1;1;2006;1;41;"N";0;145;5;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1320;"6";"7";"8";NA;"7";NA;660;"8";"8";"9";NA;"8";NA;194
"TQRMNORVSHINLQCDEFNFF00174053";1;1;2006;1;41;"N";0;145;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;0;6;1000;"5";"5";"6";NA;"5";NA;166.67;"2";"2";"4";NA;"3";NA;212
"TQRMNORVYHINKTCDEFNFF00154531";2;1;2006;1;41;"N";0;124;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;100;"1";"1";"1";NA;"1";NA;50;"1";"1";"1";NA;"1";NA;124
"TQRMNOQTPHINKTCDEFNFF00154530";1;1;2006;1;41;"N";0;124;4;1;6;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;413;"2";"2";"3";NA;"2";NA;206.5;"3";"3";"5";NA;"4";NA;144
"TQRMNOSYQHINKTCDEFNFF00154534";2;1;2006;1;41;"N";0;124;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2306;"8";"9";"10";NA;"9";NA;1153;"9";"10";"10";NA;"10";NA;166
"TQRMNOSXSHINKTCDEFNFF00154533";1;1;2006;1;41;"N";0;124;3;2;4;2;3;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;5;2;3;505;"2";"3";"4";NA;"3";NA;101;"1";"1";"2";NA;"2";NA;87
"TQRMNOQWVHINKTCDEFNFF00174038";1;1;2006;1;41;"N";0;124;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;4200;"10";"10";"10";NA;"10";NA;840;"8";"9";"10";NA;"9";NA;177
"TQRMNOQRTHILKOCDEFNFF00173981";1;1;2006;1;41;"N";0;232;3;1;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1320;"6";"7";"8";NA;"7";NA;1320;"10";"10";"10";NA;"10";NA;276
"TQRMNORYTHILKOCDEFNFF00173984";1;1;2006;1;41;"N";0;232;3;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"3";"3";"4";NA;"3";NA;600;"7";"8";"9";NA;"8";NA;275
"TQRMNOSTYHILKOCDEFNFF00173985";1;1;2006;1;41;"N";0;232;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1075;"5";"6";"7";NA;"6";NA;537.5;"7";"7";"9";NA;"7";NA;360
"TQRMNORRQHILKOCDEFNFF00173983";1;1;2006;1;41;"N";0;232;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPSWHILKOCDEFNFF00173980";1;1;2006;1;41;"N";0;232;5;3;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1900;"8";"8";"9";NA;"8";NA;380;"5";"6";"7";NA;"6";NA;361
"TQRMNOSSQHIMLOCDEFNFF00174011";1;1;2006;1;41;"N";0;207;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;750;"3";"4";"5";NA;"4";NA;750;"8";"8";"9";NA;"9";NA;221
"TQRMNOVYUHIMLOCDEFNFF00174013";1;1;2006;1;41;"N";0;207;3;1;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1500;"7";"7";"8";NA;"7";NA;500;"6";"7";"8";NA;"7";NA;263
"TQRMNOPWRHIMLOCDEFNFF00174008";1;1;2006;1;41;"N";0;207;4;3;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;7;3;4;920;"4";"5";"6";NA;"5";NA;131.43;"2";"2";"3";NA;"2";NA;257
"TQRMNORWQHIMLOCDEFNFF00174010";1;1;2006;1;41;"N";0;207;5;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;5500;"10";"10";"10";NA;"10";NA;1833.33;"10";"10";"10";NA;"10";NA;258
"TQRMNORPSHIMLOCDEFNFF00174009";1;1;2006;1;41;"N";0;207;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;0;"00";"00";"00";NA;"00";NA;0;"00";"00";"00";NA;"00";NA;204
"TQRMNOUPPHIMLOCDEFNFF00174012";1;1;2006;1;41;"N";0;207;4;3;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1392;"6";"7";"8";NA;"7";NA;278.4;"4";"4";"6";NA;"5";NA;251
"TQRMNOWVWHIMLTCDEFNFF00154520";1;1;2006;1;41;"N";0;298;4;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;1400;"6";"7";"8";NA;"7";NA;466.67;"6";"7";"8";NA;"7";NA;245
"TQRMNOQUXHIMLTCDEFNFF00219962";1;1;2006;1;41;"N";0;298;4;3;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;1;4;940;"4";"5";"6";NA;"5";NA;188;"2";"3";"4";NA;"3";NA;412
"TQRMNOVUUHIMLTCDEFNFF00154519";1;1;2006;1;41;"N";0;298;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;300;"1";"1";"2";NA;"1";NA;150;"2";"2";"3";NA;"2";NA;314
"TQRMNOTSPHIMLTCDEFNFF00154517";1;1;2006;1;41;"N";0;298;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;0;5;1900;"8";"8";"9";NA;"8";NA;380;"5";"6";"7";NA;"6";NA;359
"TQRMNOUUPHIMLTCDEFNFF00154518";3;1;2006;1;41;"N";0;298;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;3;1020;"5";"5";"7";NA;"6";NA;204;"3";"3";"5";NA;"4";NA;305
"TQRMNOPUSHIMLTCDEFNFF00154514";1;1;2006;1;41;"N";0;298;5;3;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;2260;"8";"9";"9";NA;"9";NA;376.67;"5";"5";"7";NA;"6";NA;397
"TQRMNOSVUHIMLTCDEFNFF00154516";1;1;2006;1;41;"N";0;298;4;3;6;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;7;1;6;470;"2";"2";"3";NA;"2";NA;67.14;"1";"1";"2";NA;"1";NA;319
"TQRMNOQXTHIMLRCDEFNFF00202128";1;1;2006;1;41;"N";0;114;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1130;"5";"6";"7";NA;"6";NA;565;"7";"7";"9";NA;"8";NA;133
"TQRMNOQTPHIKKNCDEFNFF00219854";1;1;2006;1;41;"N";0;136;5;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1500;"7";"7";"8";NA;"7";NA;1500;"10";"10";"10";NA;"10";NA;145
"TQRMNOQTPHIKKNCDEFNFF00219854";2;1;2006;1;41;"N";0;136;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;220;"1";"1";"1";NA;"1";NA;220;"3";"3";"5";NA;"4";NA;141
"TQRMNOSXUHIKKNCDEFNFF00219856";1;1;2006;1;41;"N";0;136;1;1;3;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;200;"1";"1";"1";NA;"1";NA;200;"3";"3";"4";NA;"3";NA;126
"TQRMNORRVHIOKRCDEFNFF00219921";1;1;2006;1;41;"N";0;147;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800;"4";"4";"5";NA;"4";NA;400;"5";"6";"7";NA;"6";NA;158
"TQRMNOSXWHILKRCDEFNFF00202100";1;1;2006;1;41;"N";0;234;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;575;"3";"3";"4";NA;"3";NA;575;"7";"7";"9";NA;"8";NA;297
"TQRMNOQWVHILKRCDEFNFF00202096";1;1;2006;1;41;"N";0;234;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;"6";"6";"7";NA;"6";NA;1200;"9";"10";"10";NA;"10";NA;326
"TQRMNOPXSHIKKOCDEFNFF00219857";1;1;2006;1;41;"N";0;220;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1850;"8";"8";"9";NA;"8";NA;925;"9";"9";"10";NA;"9";NA;240
"TQRMNOTTXHIKKOCDEFNFF00202084";1;1;2006;1;41;"N";0;220;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPQSHIKKOCDEFNFF00202081";1;1;2006;1;41;"N";0;220;2;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1680;"7";"8";"8";NA;"8";NA;560;"7";"7";"9";NA;"8";NA;282
"TQRMNOQTSHIMKQCDEFNFF00173996";2;1;2006;1;41;"N";0;168;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2500;"9";"9";"10";NA;"9";NA;1250;"9";"10";"10";NA;"10";NA;222
"TQRMNOPWUHIMKQCDEFNFF00178074";2;1;2006;1;41;"N";0;168;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1248;"6";"6";"7";NA;"6";NA;624;"7";"8";"9";NA;"8";NA;222
"TQRMNOSYUHIMKQCDEFNFF00173998";1;1;2006;1;41;"N";0;168;4;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2950;"9";"9";"10";NA;"9";NA;1475;"10";"10";"10";NA;"10";NA;223
"TQRMNORYYHIMKQCDEFNFF00219933";1;1;2006;1;41;"N";0;168;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3600;"10";"10";"10";NA;"10";NA;1800;"10";"10";"10";NA;"10";NA;172
"TQRMNOTVXHIMKQCDEFNFF00173999";1;1;2006;1;41;"N";0;168;6;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOQSXHIOKQCDEFNFF00154556";1;1;2006;1;41;"N";0;171;5;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOSTUHIOKQCDEFNFF00154560";1;1;2006;1;41;"N";0;171;5;3;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;780;"4";"4";"5";NA;"4";NA;195;"3";"3";"4";NA;"3";NA;222
"TQRMNORQSHIOKQCDEFNFF00154557";1;1;2006;1;41;"N";0;171;4;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1200;"5";"6";"7";NA;"6";NA;240;"3";"4";"5";NA;"4";NA;187
"TQRMNORVPHIOKQCDEFNFF00154558";1;1;2006;1;41;"N";0;171;4;3;1;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1300;"6";"6";"8";NA;"7";NA;650;"7";"8";"9";NA;"8";NA;197
"TQRMNOSPRHIOKQCDEFNFF00174063";1;1;2006;1;41;"N";0;171;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;200;"1";"1";"1";NA;"1";NA;200;"3";"3";"4";NA;"3";NA;169
"TQRMNOPRYHIOKQCDEFNFF00154554";1;1;2006;1;41;"N";0;171;4;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1700;"7";"8";"9";NA;"8";NA;1700;"10";"10";"10";NA;"10";NA;208
"TQRMNOSSYHIMLLCDEFNFF00154503";1;1;2006;1;41;"N";0;103;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORPRHIMLLCDEFNFF00154501";1;1;2006;1;41;"N";0;103;2;1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPTPHIMLLCDEFNFF00154499";1;1;2006;1;41;"N";0;103;5;2;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPXVHIMLLCDEFNFF00154500";1;1;2006;1;41;"N";0;103;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQSMNOSSVHIPKPCDEFNFF00219852";1;1;2006;1;41;"N";0;270;1;1;2;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"00";"00";"00";NA;"00";NA;0;"00";"00";"00";NA;"00";NA;209
"TQRMNOSRXHIPKPCDEFNFF00202153";1;1;2006;1;41;"N";0;270;2;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;70;"1";"1";"1";NA;"1";NA;23.33;"1";"1";"1";NA;"1";NA;285
"TQRMNOSTSHIPKPCDEFNFF00202155";2;1;2006;1;41;"N";0;270;1;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;500;"2";"2";"4";NA;"3";NA;166.67;"2";"2";"4";NA;"3";NA;286
"TQRMNOSRVHIPKPCDEFNFF00202152";2;1;2006;1;41;"N";0;270;1;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"1";"2";NA;"1";NA;300;"4";"4";"6";NA;"5";NA;273
"TQRMNORYUHIPKPCDEFNFF00202149";1;1;2006;1;41;"N";0;270;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;300;"1";"1";"2";NA;"1";NA;150;"2";"2";"3";NA;"2";NA;275
