"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCF_R";"DECIF_R";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNOQSVHIOKSCDEFJAH00021032";1;2004;1;43;"N";0;905;1113;"5";"5";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;675;225
"TQRMNOQYVHIOKSCDEFJAH00021033";1;2004;1;43;"N";0;905;794;"9";"4";1;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOTUSHIOKSCDEFJAH00021034";1;2004;1;43;"N";0;905;1549;"4";"6";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;820;164
"TQRMNOPSVHIMLTCDEFJAH00001642";1;2004;1;43;"N";0;292;415;"6";"2";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;310;310
"TQRMNORPPHIMLTCDEFJAH00001643";1;2004;1;43;"N";0;292;506;"5";"5";1;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;660;220
"TQRMNORWXHIMLTCDEFJAH00001644";1;2004;1;43;"N";0;292;377;"9";"8";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500;750
"TQRMNOTTXHIMLTCDEFJAH00001645";1;2004;1;43;"N";0;292;608;"8";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1800;450
"TQRMNOUSRHIMLTCDEFJAH00001646";1;2004;1;43;"N";0;292;0;"12";"12";1;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOUTWHIMLTCDEFJAH00001647";1;2004;1;43;"N";0;292;349;"3";"2";1;4;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;320;160
"TQRMNORXRHINLPCDEFJAH00021014";1;2004;1;43;"N";0;248;325;"4";"3";1;5;2;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;500;166.67
"TQRMNOUUTHINLPCDEFJAH00021015";1;2004;1;43;"N";0;248;0;"12";"12";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOPUWHINLPCDEFJAH00021013";1;2004;1;43;"N";0;248;347;"6";"4";1;4;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;550;275
"TQRMNOVPWHIMKRCDEFJAH00001585";1;2004;1;43;"N";0;393;0;"12";"12";1;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOUWRHIMKRCDEFJAH00001583";1;2004;1;43;"N";0;393;541;"9";"8";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1490;745
"TQRMNOSSPHIMKRCDEFJAH00001581";1;2004;1;43;"N";0;393;390;"9";"5";1;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;760;760
"TQRMNORRSHILMLCDEFJAH00001554";1;2004;1;43;"N";0;230;428;"10";"10";1;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;4900;1225
"TQRMNORVWHIKKRCDEFJAH00001460";1;2004;1;43;"N";0;197;242;"4";"6";1;5;3;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;825;165
"TQRMNOQSSHIKKRCDEFJAH00001458";1;2004;1;43;"N";0;197;245;"7";"9";1;5;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1700;425
"TQRMNOTTRHIOKNCDEFJAH00001779";1;2004;1;43;"N";0;692;678;"3";"1";1;3;3;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;2;0;2;250;125
"TQRMNOQYQHIOKNCDEFJAH00001778";1;2004;1;43;"N";0;692;1049;"1";"1";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;150;30
"TQRMNOSQQHIMLRCDEFJAH00001635";1;2004;1;43;"N";0;158;198;"9";"4";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOSXPHIMLRCDEFJAH00001636";2;2004;1;43;"N";0;158;257;"7";"6";1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;0;2;800;400
"TQRMNORUVHIMLRCDEFJAH00001634";1;2004;1;43;"N";0;158;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;0
"TQRMNOTVTHIOKSCDEFJAH00021035";1;2004;1;43;"N";0;905;1103;"00";"00";1;2;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;0;0
"TQRMNOWVVHIOKNCDEFJAH00001780";1;2004;1;43;"N";0;692;1310;"7";"9";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;2140;428
"TQRMNOPQXHINKNCDEFJAH00020979";1;2004;1;43;"N";0;214;304;"3";"1";1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;250;125
"TQRMNOSTUHINKNCDEFJAH00020982";1;2004;1;43;"N";0;214;0;"12";"12";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOSUQHINKNCDEFJAH00020983";1;2004;1;43;"N";0;214;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOSQPHINKNCDEFJAH00020981";1;2004;1;43;"N";0;214;284;"10";"7";1;4;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;1200;1200
"TQRMNOQVTHINKNCDEFJAH00020980";1;2004;1;43;"N";0;214;330;"7";"5";1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;750;375
"TQRMNOSWYHINKMCDEFJAH00020978";1;2004;1;43;"N";0;294;285;"00";"00";1;3;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;0;0
"TQRMNOTTTHINKMCDEFJAH00001696";1;2004;1;43;"N";0;294;413;"4";"4";1;3;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;1;2;580;193.33
"TQRMNOWUTHINKMCDEFJAH00001698";2;2004;1;43;"N";0;294;338;"3";"2";1;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;300;150
"TQRMNORYXHINKMCDEFJAH00001694";1;2004;1;43;"N";0;294;0;"12";"12";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOUYPHINKMCDEFJAH00001697";1;2004;1;43;"N";0;294;470;"1";"1";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;1;4;200;40
"TQRMNOPWSHILLUCDEFJAH00020894";1;2004;1;43;"N";0;257;405;"10";"9";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2000;1000
"TQRMNORPTHILLUCDEFJAH00020895";1;2004;1;43;"N";0;257;371;"10";"6";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;950;950
"TQRMNOPQSHILLUCDEFJAH00020893";1;2004;1;43;"N";0;257;405;"10";"10";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2420;1210
"TQRMNOTSXHINKMCDEFJAH00001695";1;2004;1;43;"N";0;294;0;"12";"12";1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;0;10;0;0
"TQRMNPTWWHIOKNCDEFJAH00001781";1;2004;1;43;"N";0;692;896;"6";"6";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;900;300
"TQRMNORQRHILKSCDEFJAH00020861";1;2004;1;43;"N";0;226;0;"12";"12";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNORWVHILKSCDEFJAH00020862";1;2004;1;43;"N";0;226;344;"8";"4";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;550;550
"TQRMNOSPTHILKSCDEFJAH00020863";1;2004;1;43;"N";0;226;370;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;4;2;2;5300;1325
"TQRMNOPXVHILKSCDEFJAH00020860";1;2004;1;43;"N";0;226;326;"9";"5";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;660;660
"TQRMNOPUSHIMLQCDEFJAH00020937";1;2004;1;43;"N";0;170;0;"12";"12";1;3;1;1;1;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQQTHIMLQCDEFJAH00020938";1;2004;1;43;"N";0;170;202;"3";"1";1;3;2;9;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;250;125
"TQRMNORSQHIMLQCDEFJAH00020940";1;2004;1;43;"N";0;170;0;"12";"12";1;99;99;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORYRHIMLQCDEFJAH00020941";1;2004;1;43;"N";0;170;153;"9";"5";1;3;2;4;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;780;780
"TQRMNOQWTHIMLQCDEFJAH00020939";1;2004;1;43;"N";0;170;271;"6";"6";1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;868;289.33
"TQRMNOPQRHILLTCDEFJAH00001544";1;2004;1;43;"N";0;219;269;"4";"1";1;1;1;6;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;200;200
"TQRMNORYXHIKKMCDEFJAH00020822";1;2004;1;43;"N";0;194;185;"10";"7";1;5;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;960;960
"TQRMNOPTRHILLTCDEFJAH00001545";1;2004;1;43;"N";0;219;306;"4";"2";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;330;165
"TQRMNOPVYHILLTCDEFJAH00001546";1;2004;1;43;"N";0;219;246;"6";"6";1;5;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;900;300
"TQRMNOPVYHILLTCDEFJAH00001546";2;2004;1;43;"N";0;219;245;"8";"4";1;0;0;0;0;0;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;555;555
"TQRMNOQSVHILLTCDEFJAH00001548";1;2004;1;43;"N";0;219;0;"12";"12";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;0;0
"TQRMNORUVHILLTCDEFJAH00001549";1;2004;1;43;"N";0;219;347;"6";"7";1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1100;275
"TQRMNOPQUHIMMSCDEFJAH00020973";1;2004;1;43;"N";0;204;375;"2";"2";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;300;100
"TQRMNOQQWHILMLCDEFJAH00001553";1;2004;1;43;"N";0;230;0;"12";"12";1;4;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOSQPHILMLCDEFJAH00001555";1;2004;1;43;"N";0;230;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;0;0
"TQRMNOPRXHILKSCDEFJAH00020859";1;2004;1;43;"N";0;226;344;"10";"7";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;1200
"TQRMNOSVVHIKKRCDEFJAH00001461";1;2004;1;43;"N";0;197;278;"9";"7";1;3;2;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;2;0;2;1200;600
"TQRMNOPPYHIKKRCDEFJAH00001457";1;2004;1;43;"N";0;197;275;"9";"9";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1550;775
"TQRMNOPVUHIMMSCDEFJAH00020974";1;2004;1;43;"N";0;204;0;"12";"12";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;0
"TQRMNORSSHIMMSCDEFJAH00020976";1;2004;1;43;"N";0;204;0;"12";"12";1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOQPXHIMMSCDEFJAH00020975";1;2004;1;43;"N";0;204;427;"4";"6";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;850;170
"TQRMNOSPRHIMMSCDEFJAH00020977";1;2004;1;43;"N";0;204;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;3;5;0;0
"TQRMNOSTVHILKTCDEFJAH00020864";1;2004;1;43;"N";0;220;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOSXTHILKTCDEFJAH00001503";2;2004;1;43;"N";0;220;0;"12";"12";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOSPPHILKTCDEFJAH00001502";1;2004;1;43;"N";0;220;371;"00";"00";1;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQSMNORTRHILKTCDEFJAH00001501";1;2004;1;43;"N";0;220;0;"12";"12";1;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOPQUHIOKMCDEFJAH00021017";1;2004;1;43;"N";0;219;271;"2";"3";1;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;400;80
"TQRMNOQWTHIOKMCDEFJAH00021018";1;2004;1;43;"N";0;219;191;"1";"1";1;1;1;8;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;150;37.5
"TQRMNORRRHIOKMCDEFJAH00021019";2;2004;1;43;"N";0;219;247;"2";"5";1;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;650;108.33
"TQRMNORWUHIOKMCDEFJAH00021020";1;2004;1;43;"N";0;219;334;"6";"6";1;3;2;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;810;270
"TQRMNOTUSHIOKMCDEFJAH00021021";1;2004;1;43;"N";0;219;295;"4";"5";1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;700;175
"TQRMNOPYQHILKNCDEFJAH00001474";1;2004;1;43;"N";0;299;0;"12";"12";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQVVHILKNCDEFJAH00020847";1;2004;1;43;"N";0;299;361;"4";"4";1;2;1;3;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;3;0;3;600;200
"TQRMNOSRTHILKNCDEFJAH00020848";1;2004;1;43;"N";0;299;430;"8";"4";1;1;1;5;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;560;560
"TQRMNOSYUHILKNCDEFJAH00020849";1;2004;1;43;"N";0;299;665;"10";"10";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;3900;1300
"TQRMNOPPRHIMKOCDEFJAH00020900";1;2004;1;43;"N";0;164;225;"2";"1";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;100;100
"TQRMNOSUWHIMLQCDEFJAH00020942";1;2004;1;43;"N";0;170;196;"4";"3";1;1;1;8;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;390;195
"TQSMNOSUWHIMLQCDEFJAH00020943";1;2004;1;43;"N";0;170;0;"12";"12";1;2;1;8;2;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;0;0
"TQRMNOSVUHIMLOCDEFJAH00020934";1;2004;1;43;"N";0;199;302;"6";"4";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;548;274
"TQRMNOQXSHIMLOCDEFJAH00020933";1;2004;1;43;"N";0;199;257;"4";"2";1;4;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;364;182
"TQRMNOQRTHIMLOCDEFJAH00020932";1;2004;1;43;"N";0;199;0;"12";"12";1;3;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOQRTHIMLOCDEFJAH00020932";2;2004;1;43;"N";0;199;212;"9";"5";1;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;650;650
"TQRMNOPUSHIMLOCDEFJAH00020931";1;2004;1;43;"N";0;199;0;"12";"12";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOURWHINKTCDEFJAH00021001";1;2004;1;43;"N";0;251;364;"3";"6";1;1;1;6;2;4;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;850;121.43
"TQRMNOTPUHINKTCDEFJAH00021000";1;2004;1;43;"N";0;251;469;"1";"1";1;2;2;1;2;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;1;3;60;15
"TQRMNOSWXHINKTCDEFJAH00020999";1;2004;1;43;"N";0;251;474;"4";"9";1;4;3;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;3;5;1660;207.5
"TQRMNOQQPHIMKRCDEFJAH00001580";1;2004;1;43;"N";0;393;0;"12";"12";1;7;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOVRSHINLPCDEFJAH00021016";1;2004;1;43;"N";0;248;259;"6";"2";1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;300;300
"TQRMNOUYXHIMKRCDEFJAH00001584";1;2004;1;43;"N";0;393;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOQRQHIMKOCDEFJAH00020902";1;2004;1;43;"N";0;164;329;"4";"4";1;7;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;550;183.33
"TQRMNOPWPHIMKOCDEFJAH00020901";1;2004;1;43;"N";0;164;212;"4";"3";1;2;2;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;405;202.5
"TQRMNOQWSHIMKOCDEFJAH00020903";1;2004;1;43;"N";0;164;0;"12";"12";1;3;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNORSPHIMKOCDEFJAH00020904";1;2004;1;43;"N";0;164;296;"9";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1920;640
"TQRMNORQVHINKTCDEFJAH00020998";1;2004;1;43;"N";0;251;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQVWHINKTCDEFJAH00020997";1;2004;1;43;"N";0;251;0;"12";"12";1;3;3;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOPWQHINKTCDEFJAH00020996";1;2004;1;43;"N";0;251;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;0
"TQRMNOPSSHINKUCDEFJAH00001735";1;2004;1;43;"N";0;178;0;"12";"12";1;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
