"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCF_R";"DECIF_R";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNOSRVHLOLLCDEGGFB00008627";1;2004;1;42;"S";10;314;313;"1";"1";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;80;40
"TQRMNOPRVHJKLOCDEGGFB00008158";1;2004;1;42;"S";10;342;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;0
"TQRMNOPTVHJKLOCDEGGFB00008159";1;2004;1;42;"S";10;342;0;"12";"12";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQSXHJKLOCDEGGFB00008161";1;2004;1;42;"S";10;342;0;"12";"12";1;6;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;0;5;0;0
"TQRMNOQWTHJKLOCDEGGFB00008162";1;2004;1;42;"S";10;342;763;"5";"5";1;4;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;3;0;3;690;230
"TQRMNORPRHJKLOCDEGGFB00008163";1;2004;1;42;"S";10;342;701;"2";"1";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;200;100
"TQRMNORSSHJKLOCDEGGFB00008164";1;2004;1;42;"S";10;342;0;"12";"12";1;5;4;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;0;0
"TQRMNORVVHJKLOCDEGGFB00008165";1;2004;1;42;"S";10;342;1044;"1";"1";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;6;1;5;250;41.67
"TQRMNORYXHJKLOCDEGGFB00008166";1;2004;1;42;"S";10;342;647;"9";"9";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;0;2;1800;900
"TQRMNOSQXHJKLOCDEGGFB00008167";1;2004;1;42;"S";10;342;924;"6";"7";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;1150;287.5
"TQRMNOPVVHKMMOCDEGGFB00024468";1;2004;1;42;"S";10;332;0;"12";"12";1;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQPRHKMMOCDEGGFB00024469";1;2004;1;42;"S";10;332;669;"4";"5";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;750;187.5
"TQRMNOQWXHKMMOCDEGGFB00024470";1;2004;1;42;"S";10;332;0;"12";"12";1;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNORQUHKMMOCDEGGFB00024471";1;2004;1;42;"S";10;332;635;"10";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4000;1000
"TQRMNORUQHKMMOCDEGGFB00024472";1;2004;1;42;"S";10;332;944;"9";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;1;5;3450;575
"TQRMNOSSQHKMMOCDEGGFB00024473";1;2004;1;42;"S";10;332;670;"2";"4";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;6;1;5;540;90
"TQRMNOSTUHKMMOCDEGGFB00024474";1;2004;1;42;"S";10;332;0;"12";"12";1;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOSVRHKMMOCDEGGFB00024475";1;2004;1;42;"S";10;332;0;"12";"12";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;0;0
"TQRMNORYTHKPKOCDEGGFB00024545";1;2004;1;42;"S";10;349;256;"2";"4";1;1;1;2;3;1;1;0;0;0;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;540;108
"TQRMNOPQTHKPKOCDEGGFB00024537";1;2004;1;42;"S";10;349;271;"1";"1";1;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;150;30
"TQRMNOQPTHKPKOCDEGGFB00024539";1;2004;1;42;"S";10;349;294;"3";"4";1;3;3;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;525;131.25
"TQRMNOPQUHJNKQCDEGGFB00008233";1;2004;1;42;"S";10;318;0;"12";"12";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOPTPHJNKQCDEGGFB00024394";1;2004;1;42;"S";10;318;389;"1";"1";1;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;3;2;200;40
"TQSMNOPWRHJNKQCDEGGFB00008234";1;2004;1;42;"S";10;318;296;"8";"3";1;2;1;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;440;440
"TQRMNOQPWHJNKQCDEGGFB00008235";1;2004;1;42;"S";10;318;0;"12";"12";1;3;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQSMNOQSUHJNKQCDEGGFB00008236";1;2004;1;42;"S";10;318;444;"6";"7";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1000;333.33
"TQRMNOQVXHJNKQCDEGGFB00008237";1;2004;1;42;"S";10;318;427;"6";"8";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;2;2;1205;301.25
"TQRMNORSQHJNKQCDEGGFB00008238";1;2004;1;42;"S";10;318;0;"12";"12";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNORVSHJNKQCDEGGFB00008239";1;2004;1;42;"S";10;318;0;"12";"12";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORYVHJNKQCDEGGFB00008240";1;2004;1;42;"S";10;318;447;"9";"9";1;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1870;623.33
"TQRMNOPWPHKPKOCDEGGFB00024538";1;2004;1;42;"S";10;349;435;"2";"3";1;1;1;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;470;117.5
"TQRMNOQRVHKPKOCDEGGFB00024540";1;2004;1;42;"S";10;349;300;"1";"2";1;1;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;300;50
"TQSMNOQRVHKPKOCDEGGFB00024541";1;2004;1;42;"S";10;349;297;"2";"1";1;1;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;200;100
"TQRMNOQWWHKPKOCDEGGFB00024542";1;2004;1;42;"S";10;349;394;"2";"1";1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;210;105
"TQRMNORQSHKPKOCDEGGFB00024543";1;2004;1;42;"S";10;349;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNORTQHKPKOCDEGGFB00024544";1;2004;1;42;"S";10;349;623;"3";"5";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;650;130
"TQRMNOPRYHLMKMCDEGGFB00008526";1;2004;1;42;"S";10;424;485;"6";"2";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;333;333
"TQRMNOPTXHLMKMCDEGGFB00008527";1;2004;1;42;"S";10;424;625;"9";"8";1;3;2;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1313;656.5
"TQRMNOPVSHLMKMCDEGGFB00008528";1;2004;1;42;"S";10;424;1369;"7";"10";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;2;6;0;6;2538;423
"TQRMNOPYUHLMKMCDEGGFB00008529";1;2004;1;42;"S";10;424;563;"9";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;1850;616.67
"TQRMNOQYUHLMKMCDEGGFB00008530";1;2004;1;42;"S";10;424;0;"12";"12";1;3;3;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNORPVHLMKMCDEGGFB00008531";1;2004;1;42;"S";10;424;0;"12";"12";1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOSPPHLMKMCDEGGFB00008534";1;2004;1;42;"S";10;424;644;"1";"1";1;3;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;250;50
"TQRMNOQYUHJMKRCDEGGFB00008199";1;2004;1;42;"S";10;298;0;"12";"12";1;3;2;6;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPRSHJMKRCDEGGFB00008191";1;2004;1;42;"S";10;298;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOPTWHJMKRCDEGGFB00008192";2;2004;1;42;"S";10;298;270;"8";"3";1;2;1;3;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;0;1;450;450
"TQRMNOPWRHJMKRCDEGGFB00008193";1;2004;1;42;"S";10;298;331;"10";"7";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;1200
"TQRMNOQPRHJMKRCDEGGFB00008195";1;2004;1;42;"S";10;298;0;"12";"12";1;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQSXHJMKRCDEGGFB00008196";1;2004;1;42;"S";10;298;641;"6";"8";1;5;4;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1250;312.5
"TQRMNOQUWHJMKRCDEGGFB00008197";1;2004;1;42;"S";10;298;338;"9";"4";1;5;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOQUWHJMKRCDEGGFB00008197";2;2004;1;42;"S";10;298;0;"12";"12";1;0;0;0;0;0;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPYQHKNLLCDEGGFB00024490";1;2004;1;42;"S";10;328;463;"4";"2";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;340;170
"TQRMNORRUHKNLLCDEGGFB00024492";1;2004;1;42;"S";10;328;414;"4";"3";1;2;2;8;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;420;210
"TQRMNORYXHKNLLCDEGGFB00024494";1;2004;1;42;"S";10;328;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOQWVHLNKNCDEGGFB00008567";1;2004;1;42;"S";10;387;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;0;0
"TQRMNORQXHLNKNCDEGGFB00008568";1;2004;1;42;"S";10;387;0;"12";"12";1;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORUVHLNKNCDEGGFB00008569";1;2004;1;42;"S";10;387;496;"8";"8";1;4;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1500;500
"TQRMNOSPQHLNKNCDEGGFB00008570";1;2004;1;42;"S";10;387;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;0;5;0;0
"TQRMNOSWRHLNKNCDEGGFB00008571";1;2004;1;42;"S";10;387;619;"9";"7";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;600
"TQRMNOSYWHLNKNCDEGGFB00008572";1;2004;1;42;"S";10;387;531;"3";"3";1;1;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;500;125
"TQRMNOTQXHLNKNCDEGGFB00008574";1;2004;1;42;"S";10;387;738;"9";"9";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1800;600
"TQRMNOPQQHKNLLCDEGGFB00024488";1;2004;1;42;"S";10;328;0;"12";"12";1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPTPHKNLLCDEGGFB00024489";1;2004;1;42;"S";10;328;0;"12";"12";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOQRTHKNLLCDEGGFB00024491";1;2004;1;42;"S";10;328;0;"12";"12";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNORUXHKNLLCDEGGFB00024493";1;2004;1;42;"S";10;328;0;"12";"12";1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;0;3;0;0
"TQRMNOSPUHKNLLCDEGGFB00024495";1;2004;1;42;"S";10;328;421;"4";"1";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200;200
"TQRMNOPQXHLOKNCDEGGFB00008600";1;2004;1;42;"S";10;305;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOPTVHLOKNCDEGGFB00008601";1;2004;1;42;"S";10;305;619;"3";"5";1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;773;154.6
"TQRMNOPXRHLOKNCDEGGFB00008602";1;2004;1;42;"S";10;305;519;"3";"4";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;530;132.5
"TQRMNOQQTHLOKNCDEGGFB00008603";1;2004;1;42;"S";10;305;512;"5";"5";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;700;233.33
"TQRMNORWTHLOKNCDEGGFB00008609";1;2004;1;42;"S";10;305;402;"2";"3";1;1;1;1;2;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;460;115
"TQRMNOSPVHLOKNCDEGGFB00008610";1;2004;1;42;"S";10;305;539;"1";"2";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;360;60
"TQRMNOQSRHLOKNCDEGGFB00008604";1;2004;1;42;"S";10;305;365;"4";"5";1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;630;210
"TQSMNOQSRHLOKNCDEGGFB00008605";1;2004;1;42;"S";10;305;419;"2";"2";1;3;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;320;80
"TQRMNOQUUHLOKNCDEGGFB00008606";1;2004;1;42;"S";10;305;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQYTHLOKNCDEGGFB00008607";1;2004;1;42;"S";10;305;450;"6";"4";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;560;280
"TQRMNORTXHLOKNCDEGGFB00008608";1;2004;1;42;"S";10;305;305;"7";"2";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;360;360
"TQRMNOQURHLOLLCDEGGFB00024565";1;2004;1;42;"S";10;314;312;"9";"4";1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOPRVHKMMOCDEGGFB00024467";1;2004;1;42;"S";10;332;560;"9";"8";1;4;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1460;730
"TQRMNOQPXHKOKMCDEGGFB00024507";1;2004;1;42;"S";10;328;311;"3";"2";1;3;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;0;2;300;150
"TQRMNOQVRHKOKMCDEGGFB00024508";1;2004;1;42;"S";10;328;638;"1";"3";1;3;3;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;13;6;7;450;34.62
"TQRMNOPXSHKOKMCDEGGFB00024506";1;2004;1;42;"S";10;328;279;"10";"7";1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;1000
"TQRMNOPSRHKOKMCDEGGFB00024505";1;2004;1;42;"S";10;328;299;"3";"3";1;3;2;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;385;128.33
"TQRMNORQUHKOKMCDEGGFB00024509";1;2004;1;42;"S";10;328;404;"1";"2";1;3;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;5;3;2;300;60
"TQRMNORVVHKOKMCDEGGFB00024510";1;2004;1;42;"S";10;328;216;"00";"00";1;1;1;2;4;4;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORWRHKOKMCDEGGFB00024511";1;2004;1;42;"S";10;328;347;"3";"2";1;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;259;129.5
"TQRMNOQPQHJNLQCDEGGFB00008253";1;2004;1;42;"S";10;392;429;"6";"2";1;3;1;1;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;310;310
"TQRMNOQXVHJMLTCDEGGFB00008214";1;2004;1;42;"S";10;316;0;"12";"12";1;4;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNORRPHJMLTCDEGGFB00008215";1;2004;1;42;"S";10;316;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNORTVHJMLTCDEGGFB00008216";1;2004;1;42;"S";10;316;385;"6";"5";1;4;1;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;650;325
"TQRMNOPRPHJMLTCDEGGFB00008208";1;2004;1;42;"S";10;316;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOPTSHJMLTCDEGGFB00008209";1;2004;1;42;"S";10;316;393;"9";"8";1;4;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1470;735
"TQRMNOPVUHJMLTCDEGGFB00008210";1;2004;1;42;"S";10;316;462;"3";"1";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;250;125
"TQRMNOPYQHJMLTCDEGGFB00008211";1;2004;1;42;"S";10;316;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQVPHJMLTCDEGGFB00008213";1;2004;1;42;"S";10;316;358;"9";"5";1;5;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;700;700
"TQRMNOPWXHKMMLCDEGGFB00024459";1;2004;1;42;"S";10;326;319;"9";"5";1;6;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;650;650
"TQRMNOQVPHKMMLCDEGGFB00024463";1;2004;1;42;"S";10;326;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;5;2;3;0;0
"TQRMNOPRPHLKKNCDEGGFB00008490";1;2004;1;42;"S";10;354;713;"3";"5";1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;601;150.25
"TQRMNOPTTHLKKNCDEGGFB00024556";1;2004;1;42;"S";10;354;569;"8";"4";1;4;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;523;523
"TQRMNOPVVHLKKNCDEGGFB00008491";1;2004;1;42;"S";10;354;669;"10";"10";1;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2825;2825
"TQRMNOQVVHLKKNCDEGGFB00008493";1;2004;1;42;"S";10;354;766;"10";"10";1;4;2;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;3547;1182.33
"TQRMNORRXHLKKNCDEGGFB00008494";1;2004;1;42;"S";10;354;925;"9";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2830;707.5
"TQRMNORUWHLKKNCDEGGFB00008495";1;2004;1;42;"S";10;354;830;"7";"6";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;820;410
"TQRMNOQQVHJMLTCDEGGFB00008212";1;2004;1;42;"S";10;316;0;"12";"12";1;4;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQSVHJMLTCDEGGFB00024393";1;2004;1;42;"S";10;316;0;"12";"12";1;5;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNOPSWHKMMLCDEGGFB00024458";1;2004;1;42;"S";10;326;483;"2";"2";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;280;93.33
"TQRMNOPYSHKMMLCDEGGFB00024460";1;2004;1;42;"S";10;326;373;"6";"2";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;280;280
"TQRMNOQTQHKMMLCDEGGFB00024462";1;2004;1;42;"S";10;326;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7;1;6;0;0
"TQRMNOQXVHKMMLCDEGGFB00024464";1;2004;1;42;"S";10;326;0;"12";"12";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOQXVHJNLQCDEGGFB00008254";1;2004;1;42;"S";10;392;0;"12";"12";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQYUHJNLQCDEGGFB00008255";1;2004;1;42;"S";10;392;0;"12";"12";1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNORTSHJNLQCDEGGFB00008256";1;2004;1;42;"S";10;392;393;"00";"00";1;1;1;6;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;3;2;1;0;0
"TQRMNOPQYHJNLQCDEGGFB00008249";1;2004;1;42;"S";10;392;695;"5";"7";1;3;3;1;1;3;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1040;260
"TQRMNOPTSHJNLQCDEGGFB00008250";1;2004;1;42;"S";10;392;750;"2";"2";1;4;1;3;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;3;0;3;300;100
"TQRMNOPVSHJNLQCDEGGFB00008251";2;2004;1;42;"S";10;392;566;"3";"5";1;4;3;3;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;1;2;2;2;5;1;4;720;144
"TQRMNOPSPHMOLOCDEGGFB00024707";2;2004;1;42;"S";10;394;366;"5";"5";1;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;746;248.67
"TQRMNOPUWHMOLOCDEGGFB00024708";1;2004;1;42;"S";10;394;511;"5";"4";1;3;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;520;260
"TQRMNOQRTHMOLOCDEGGFB00024709";1;2004;1;42;"S";10;394;655;"3";"4";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;600;150
