"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCFR";"DECIFR";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNOPSPHMNSSCDEIJAH00014764";1;2004;3;1;"S";33;1235;1688;"8";"7";1;3;1;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;600
"TQRMNOQRYHMNSSCDEIJAH00014765";1;2004;3;1;"S";33;1235;0;"12";"12";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQWWHMNSSCDEIJAH00014766";1;2004;3;1;"S";33;1235;1892;"9";"8";1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500;750
"TQRMNORRUHMNSSCDEIJAH00014767";1;2004;3;1;"S";33;1235;1849;"9";"8";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1430;715
"TQRMNOSRPHMNSSCDEIJAH00014769";1;2004;3;1;"S";33;1235;1640;"10";"10";1;5;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2805;1402.5
"TQRMNOSVXHMNSSCDEIJAH00014770";1;2004;3;1;"S";33;1235;1479;"8";"3";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;524;524
"TQRMNOTRRHMNSSCDEIJAH00014771";1;2004;3;1;"S";33;1235;2213;"7";"9";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2000;500
"TQRMNOSWXHMOQQCDEIJAH00146018";1;2004;3;1;"S";33;1287;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOSTSHLPKPCDEIIAD00144831";1;2004;3;1;"S";32;1624;1656;"3";"2";1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;300;150
"TQRMNORXUHLPKPCDEIIAD00013570";1;2004;3;1;"S";32;1624;1079;"4";"7";1;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1100;220
"TQRMNOQVVHLPKPCDEIIAD00013568";3;2004;3;1;"S";32;1624;1532;"2";"3";1;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;450;112.5
"TQRMNORVVHLNLRCDEIIAD00152726";1;2004;3;1;"S";32;1050;1383;"7";"5";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800;400
"TQRMNOQPXHLNLRCDEIIAD00152725";1;2004;3;1;"S";32;1050;0;"12";"12";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPUWHLNLRCDEIIAD00152724";1;2004;3;1;"S";32;1050;1714;"10";"10";1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2640;1320
"TQRMNOPPUHLNLRCDEIIAD00152723";1;2004;3;1;"S";32;1050;0;"12";"12";1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOUPTHMNKNCDEIJAH00153088";1;2004;3;1;"S";33;1454;1857;"2";"3";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;480;120
"TQRMNOQXXHMNKNCDEIJAH00153086";1;2004;3;1;"S";33;1454;1989;"6";"4";1;3;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;650;325
"TQRMNOPXSHMNPOCDEIJAH00145675";1;2004;3;1;"S";33;1085;0;"12";"12";1;7;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNORUUHMNPOCDEIJAH00145678";1;2004;3;1;"S";33;1085;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOQPRHLOLNCDEIIAD00152785";1;2004;3;1;"S";32;1314;1802;"3";"2";1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;300;150
"TQRMNORSRHLOLNCDEIIAD00152786";1;2004;3;1;"S";32;1314;1278;"6";"6";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1020;340
"TQRMNORYVHMLKQCDEIJAH00152860";1;2004;3;1;"S";33;1636;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNOSXWHMLKQCDEIJAH00152861";1;2004;3;1;"S";33;1636;2062;"7";"3";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;450;450
"TQRMNOTRTHMLKQCDEIJAH00145198";1;2004;3;1;"S";33;1636;2417;"9";"8";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1400;700
"TQRMNOQVQHMLMNCDEIJAH00152889";1;2004;3;1;"S";33;1218;0;"12";"12";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPUUHMLMNCDEIJAH00152887";1;2004;3;1;"S";33;1218;2327;"9";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2600;866.67
"TQRMNOPSVHLLNPCDEIIAD00144509";1;2004;3;1;"S";32;1316;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOQYXHMNPMCDEIJAH00014658";1;2004;3;1;"S";33;1137;1859;"3";"4";1;3;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;600;150
"TQRMNOTUPHLMKSCDEIIAD00013242";1;2004;3;1;"S";32;1170;0;"12";"12";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQWXHMOLPCDEIJAH00153282";1;2004;3;1;"S";33;1261;1682;"8";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2350;587.5
"TQRMNOPVWHLKKRCDEIIAD00152567";1;2004;3;1;"S";32;1407;0;"12";"12";1;4;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;0;9;0;0
"TQRMNOTVRHMOLPCDEIJAH00153287";1;2004;3;1;"S";33;1261;1503;"4";"6";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1000;200
"TQRMNORTPHMLMUCDEIJAH00145265";1;2004;3;1;"S";33;1310;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;0;6;0;0
"TQRMNOQQYHLKKRCDEIIAD00152568";1;2004;3;1;"S";32;1407;2743;"4";"6";1;2;2;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;860;215
"TQRMNOSWPHLKKRCDEIIAD00152571";1;2004;3;1;"S";32;1407;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;0
"TQRMNOQPSHLLOOCDEIIAD00152635";1;2004;3;1;"S";32;1191;2302;"10";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;8160;2720
"TQRMNOQURHLLOOCDEIIAD00152636";1;2004;3;1;"S";32;1191;1909;"10";"10";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;5500;1833.33
"TQRMNOPPUHMMKNCDEIJAH00152908";1;2004;3;1;"S";33;1194;0;"12";"12";1;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;0;0
"TQRMNOQSRHMNMNCDEIJAH00153117";1;2004;3;1;"S";33;1130;1447;"3";"7";1;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;1;5;1110;185
"TQRMNOVYTHMNKNCDEIJAH00153089";1;2004;3;1;"S";33;1454;1926;"2";"2";1;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;400;100
"TQRMNORVPHMNKNCDEIJAH00153087";1;2004;3;1;"S";33;1454;2021;"3";"3";1;1;1;4;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;550;183.33
"TQRMNOQPVHMNKNCDEIJAH00153085";1;2004;3;1;"S";33;1454;1607;"10";"7";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1300;1300
"TQRMNOPPRHMNPOCDEIJAH00145673";1;2004;3;1;"S";33;1085;1476;"3";"3";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;480;160
"TQRMNOQVWHMNPOCDEIJAH00145676";1;2004;3;1;"S";33;1085;1528;"1";"1";1;5;2;1;1;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;150;50
"TQRMNOQUYHMNPMCDEIJAH00014657";1;2004;3;1;"S";33;1137;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOPPXHLMKRCDEIIAD00152655";1;2004;3;1;"S";32;1137;0;"12";"12";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOPQVHLKKRCDEIIAD00152566";1;2004;3;1;"S";32;1407;3163;"7";"7";1;3;2;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;1;2;1200;400
"TQSMNORSRHMOLPCDEIJAH00153284";1;2004;3;1;"S";33;1261;1459;"3";"2";1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;360;180
"TQRMNOQUQHMLMUCDEIJAH00145264";1;2004;3;1;"S";33;1310;0;"12";"12";1;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;0;5;0;0
"TQRMNORRVHLLNPCDEIIAD00144513";1;2004;3;1;"S";32;1316;1930;"10";"9";1;7;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2400;2400
"TQRMNOPYUHMLMNCDEIJAH00152888";1;2004;3;1;"S";33;1218;1314;"5";"2";1;2;1;3;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;287;287
"TQRMNOPPTHMLMNCDEIJAH00152886";1;2004;3;1;"S";33;1218;1554;"8";"7";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1262;631
"TQRMNOQVSHLLNPCDEIIAD00144512";1;2004;3;1;"S";32;1316;1707;"6";"2";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;310;310
"TQRMNOQRYHLLNPCDEIIAD00144511";1;2004;3;1;"S";32;1316;0;"12";"12";1;3;2;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;4;2;2;0;0
"TQRMNOQTVHMNSNCDEIJAH00153231";1;2004;3;1;"S";33;1203;1263;"00";"00";1;2;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;0;2;0;0
"TQRMNOQYQHMNSNCDEIJAH00153232";1;2004;3;1;"S";33;1203;1448;"4";"5";1;4;2;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;800;200
"TQRMNOPYQHMNMNCDEIJAH00153116";1;2004;3;1;"S";33;1130;1510;"4";"2";1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;0;2;400;200
"TQRMNOTTYHMORQCDEIJAH00146052";1;2004;3;1;"S";33;1673;1952;"1";"4";1;3;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;8;4;4;600;75
"TQRMNOQWQHMNMNCDEIJAH00153118";1;2004;3;1;"S";33;1130;1606;"9";"8";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500;750
"TQRMNORPXHMNMNCDEIJAH00153119";1;2004;3;1;"S";33;1130;0;"12";"12";1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;3;0;3;0;0
"TQSMNORPXHMNMNCDEIJAH00153120";1;2004;3;1;"S";33;1130;0;"12";"12";1;3;3;6;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOSSXHMNMNCDEIJAH00153122";1;2004;3;1;"S";33;1130;1833;"7";"8";1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1796;449
"TQRMNOQSVHLNMTCDEIIAD00152750";1;2004;3;1;"S";32;1170;1984;"7";"8";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;1390;463.33
"TQRMNOQWRHONLSCDEIJAH00146160";1;2004;3;1;"S";33;1724;2074;"3";"2";1;2;1;6;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;400;133.33
"TQRMNOSRRHONLSCDEIJAH00146163";1;2004;3;1;"S";33;1724;2226;"7";"2";1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;400
"TQRMNOTSXHMOQQCDEIJAH00153400";1;2004;3;1;"S";33;1287;1337;"2";"5";1;3;2;4;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;4;3;800;114.29
"TQRMNOPQYHMOQQCDEIJAH00146014";1;2004;3;1;"S";33;1287;0;"12";"12";1;1;1;1;2;4;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOSRQHMOQQCDEIJAH00146017";1;2004;3;1;"S";33;1287;1233;"2";"3";1;3;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;450;112.5
"TQRMNOPQXHONLSCDEIJAH00146158";1;2004;3;1;"S";33;1724;2282;"5";"7";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1200;300
"TQRMNORVSHMOOOCDEIJAH00153363";1;2004;3;1;"S";33;1286;1642;"3";"4";1;1;1;4;1;4;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;656;164
"TQRMNORRRHONLSCDEIJAH00146161";1;2004;3;1;"S";33;1724;1361;"6";"9";1;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;6;0;6;2180;363.33
"TQRMNORQUHLMKQCDEIIAD00144554";1;2004;3;1;"S";32;1187;1414;"9";"6";1;2;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;1000
"TQRMNOSRQHLMKQCDEIIAD00144555";1;2004;3;1;"S";32;1187;1367;"9";"5";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;700;700
"TQRMNOQPWHMNSNCDEIJAH00153230";1;2004;3;1;"S";33;1203;1461;"6";"8";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1460;365
"TQRMNOSYPHMNSNCDEIJAH00153234";1;2004;3;1;"S";33;1203;0;"12";"12";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPTXHMNMNCDEIJAH00153115";1;2004;3;1;"S";33;1130;1435;"4";"5";1;3;2;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;800;200
"TQRMNORQUHMLKMCDEIJAH00145192";1;2004;3;1;"S";33;1369;0;"12";"12";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQUSHMLKMCDEIJAH00145191";1;2004;3;1;"S";33;1369;2020;"8";"4";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600;600
"TQRMNOSSVHMLKMCDEIJAH00145194";1;2004;3;1;"S";33;1369;1892;"9";"5";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;700;700
"TQRMNOSWWHMLKMCDEIJAH00145195";1;2004;3;1;"S";33;1369;1517;"10";"7";1;3;1;3;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1100;1100
"TQRMNORUVHLONNCDEIIAD00152811";1;2004;3;1;"S";32;1213;1645;"4";"7";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;0;5;1100;220
"TQRMNOSWWHMORQCDEIJAH00015005";1;2004;3;1;"S";33;1673;2001;"1";"5";1;3;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;11;6;5;850;77.27
"TQRMNOQPRHMOKRCDEIJAH00153265";1;2004;3;1;"S";33;1176;0;"12";"12";1;3;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNOSYUHOPKQCDEIJAH00146176";1;2004;3;1;"S";33;2276;0;"12";"12";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOPRVHOPKQCDEIJAH00146170";1;2004;3;1;"S";33;2276;2727;"7";"8";1;3;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1500;500
"TQRMNOPWXHOPKQCDEIJAH00146171";1;2004;3;1;"S";33;2276;3165;"1";"1";1;4;3;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;1;6;270;38.57
"TQRMNOQXYHOPKQCDEIJAH00146172";1;2004;3;1;"S";33;2276;2857;"2";"2";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;375;125
"TQRMNORTPHOPKQCDEIJAH00146173";1;2004;3;1;"S";33;2276;3096;"3";"4";1;3;3;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;660;132
"TQRMNOQVWHMMKNCDEIJAH00152911";1;2004;3;1;"S";33;1194;1604;"7";"5";1;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;840;420
"TQRMNORRQHMMKNCDEIJAH00152912";1;2004;3;1;"S";33;1194;0;"12";"12";1;3;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOSWYHMMKNCDEIJAH00152913";1;2004;3;1;"S";33;1194;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQQPHMMKNCDEIJAH00152910";1;2004;3;1;"S";33;1194;1615;"1";"2";1;4;3;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;320;80
"TQRMNOPUYHMMKNCDEIJAH00152909";1;2004;3;1;"S";33;1194;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOSQXHLNLRCDEIIAD00152727";1;2004;3;1;"S";32;1050;0;"12";"12";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;0
"TQRMNOPPRHLNLUCDEIIAD00152730";1;2004;3;1;"S";32;1103;0;"12";"12";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPWXHLNLUCDEIIAD00152731";1;2004;3;1;"S";32;1103;1258;"8";"4";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOQQXHLNLUCDEIIAD00152732";1;2004;3;1;"S";32;1103;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;0
"TQRMNOQUTHLNLUCDEIIAD00144682";1;2004;3;1;"S";32;1103;1225;"2";"5";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;700;100
"TQRMNOQYTHLNLUCDEIIAD00144683";1;2004;3;1;"S";32;1103;1576;"8";"9";1;3;2;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2000;666.67
"TQRMNORVXHLNLUCDEIIAD00144685";1;2004;3;1;"S";32;1103;1239;"4";"1";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;240;240
"TQRMNOSVSHMOOOCDEIJAH00014921";1;2004;3;1;"S";33;1286;1459;"5";"2";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;300
"TQRMNOQRRHONLSCDEIJAH00146159";1;2004;3;1;"S";33;1724;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQXUHLNMTCDEIIAD00152751";1;2004;3;1;"S";32;1170;1911;"4";"3";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;450;225
"TQRMNORXRHLNMTCDEIIAD00152753";1;2004;3;1;"S";32;1170;2053;"7";"7";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1330;443.33
"TQRMNOQSTHMOKRCDEIJAH00153266";1;2004;3;1;"S";33;1176;0;"12";"12";1;5;4;1;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;9;1;8;0;0
"TQRMNORSPHMLMSCDEIJAH00014181";1;2004;3;1;"S";33;1404;0;"12";"12";1;3;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOQQUHMLMSCDEIJAH00014179";1;2004;3;1;"S";33;1404;0;"12";"12";1;2;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPVSHMLMSCDEIJAH00014178";1;2004;3;1;"S";33;1404;1978;"9";"8";1;4;3;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1462;731
"TQRMNORPVHLKKOCDEIIAD00013070";1;2004;3;1;"S";32;1366;2193;"6";"5";1;1;1;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;700;350
"TQRMNOPRUHLONNCDEIIAD00152807";1;2004;3;1;"S";32;1213;0;"12";"12";1;3;2;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQTSHMMLTCDEIJAH00152934";1;2004;3;1;"S";33;1124;1931;"9";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2450;816.67
"TQRMNOQUUHLONNCDEIIAD00152810";1;2004;3;1;"S";32;1213;0;"12";"12";1;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNORYQHLONNCDEIIAD00152812";1;2004;3;1;"S";32;1213;1626;"9";"8";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1430;715
"TQRMNOPVQHLONNCDEIIAD00152808";1;2004;3;1;"S";32;1213;2059;"5";"6";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;1000;250
"TQRMNOSQXHMNPMCDEIJAH00014659";1;2004;3;1;"S";33;1137;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOQVTHLMKSCDEIIAD00013240";1;2004;3;1;"S";32;1170;0;"12";"12";1;1;1;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
