"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH"
"TQRMNOPQXHKMKMCDEFMDB00023553";1;1;2005;2;43;"N";0;203;3;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"3";"4";"3";NA;"4";NA;600;"8";"8";"8";NA;"9";NA;204
"TQRMNOPUXHKMKMCDEFMDB00023554";1;1;2005;2;43;"N";0;203;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;470;"3";"3";"3";NA;"3";NA;117.5;"2";"2";"2";NA;"3";NA;226
"TQRMNOQPSHKMKMCDEFMDB00023555";1;1;2005;2;43;"N";0;203;4;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;308;"2";"2";"2";NA;"2";NA;308;"5";"6";"5";NA;"6";NA;207
"TQRMNOQTUHKMKMCDEFMDB00023556";1;1;2005;2;43;"N";0;203;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1900;"9";"9";"9";NA;"9";NA;950;"9";"10";"10";NA;"10";NA;219
"TQRMNOQXUHKMKMCDEFMDB00023557";1;1;2005;2;43;"N";0;203;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0;2;1000;"6";"6";"6";NA;"7";NA;500;"7";"8";"8";NA;"8";NA;242
"TQRMNORRTHKMKMCDEFMDB00147187";1;1;2005;2;43;"N";0;203;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1100;"6";"7";"7";NA;"7";NA;275;"5";"5";"5";NA;"6";NA;217
"TQRMNORVVHKMKMCDEFMDB00023558";1;1;2005;2;43;"N";0;203;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1350;"7";"8";"8";NA;"8";NA;337.5;"6";"6";"6";NA;"7";NA;217
"TQRMNORUPHJNLTCDEFMDB00147164";1;1;2005;2;43;"N";0;221;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1183;"7";"7";"7";NA;"7";NA;591.5;"8";"8";"8";NA;"9";NA;258
"TQRMNOQQTHJNLTCDEFMDB00147161";1;1;2005;2;43;"N";0;221;5;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;890;"5";"6";"6";NA;"6";NA;296.67;"5";"6";"5";NA;"6";NA;247
"TQRMNOQUTHJNLTCDEFMDB00147162";2;1;2005;2;43;"N";0;221;2;2;3;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;500;"3";"3";"3";NA;"3";NA;166.67;"3";"3";"3";NA;"4";NA;222
"TQRMNOPXRHJNLTCDEFMDB00147160";1;1;2005;2;43;"N";0;221;3;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;1160;"7";"7";"7";NA;"7";NA;145;"2";"3";"2";NA;"3";NA;230
"TQRMNOQXVHJNLTCDEFMDB00147163";1;1;2005;2;43;"N";0;221;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;900;"5";"6";"6";NA;"6";NA;225;"4";"4";"4";NA;"5";NA;288
"TQRMNOPPRHJLKNCDEFMDB00147105";1;1;2005;2;43;"N";0;246;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500;"8";"8";"8";NA;"8";NA;750;"9";"9";"9";NA;"9";NA;354
"TQRMNOPUWHJLKNCDEFMDB00147106";1;1;2005;2;43;"N";0;246;5;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500;"8";"8";"8";NA;"8";NA;750;"9";"9";"9";NA;"9";NA;313
"TQRMNORVRHJLKNCDEFMDB00147110";1;1;2005;2;43;"N";0;246;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;450;"2";"3";"3";NA;"3";NA;112.5;"2";"2";"2";NA;"2";NA;308
"TQSMNORVRHJLKNCDEFMDB00147111";1;1;2005;2;43;"N";0;246;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORUTHJLKNCDEFMDB00147109";1;1;2005;2;43;"N";0;246;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;"7";"7";"7";NA;"7";NA;600;"8";"9";"8";NA;"9";NA;335
"TQRMNORTSHJLKNCDEFMDB00147108";1;1;2005;2;43;"N";0;246;5;3;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;790;"5";"5";"5";NA;"5";NA;131.67;"2";"2";"2";NA;"3";NA;347
"TQRMNOQYTHJLKNCDEFMDB00147107";1;1;2005;2;43;"N";0;246;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPYVHJLKNCDEFMDB00149415";1;1;2005;2;43;"N";0;246;5;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2200;"9";"9";"9";NA;"10";NA;550;"8";"8";"8";NA;"8";NA;333
"TQRMNOQTYHLOKNCDEFMDB00178020";1;1;2005;2;43;"N";0;228;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"2";"1";NA;"2";NA;300;"5";"6";"5";NA;"6";NA;240
"TQRMNOQYVHLOKNCDEFMDB00178021";1;1;2005;2;43;"N";0;228;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;250;"1";"1";"1";NA;"1";NA;83.33;"1";"1";"1";NA;"2";NA;270
"TQRMNORYYHLOKNCDEFMDB00178022";1;1;2005;2;43;"N";0;228;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"3";"4";"3";NA;"4";NA;600;"8";"9";"8";NA;"9";NA;225
"TQRMNOSQVHLOKNCDEFMDB00178023";1;1;2005;2;43;"N";0;228;1;1;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;1130;"7";"7";"7";NA;"7";NA;188.33;"3";"4";"3";NA;"4";NA;262
"TQRMNOPPXHMNKMCDEFMDB00173913";1;1;2005;2;43;"N";0;190;4;4;4;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPUQHMNKMCDEFMDB00173914";1;1;2005;2;43;"N";0;190;3;3;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;0;8;1217;"7";"7";"7";NA;"7";NA;152.13;"3";"3";"2";NA;"3";NA;182
"TQRMNOQWQHMNKMCDEFMDB00173917";1;1;2005;2;43;"N";0;190;3;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;500;"3";"3";"3";NA;"3";NA;125;"2";"2";"2";NA;"3";NA;254
"TQRMNORQQHMNKMCDEFMDB00173918";1;1;2005;2;43;"N";0;190;3;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORPXHKKKNCDEFMDB00023543";1;1;2005;2;43;"N";0;199;6;4;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;308;"2";"2";"2";NA;"2";NA;154;"3";"3";"2";NA;"3";NA;254
"TQRMNOPSQHKKKNCDEFMDB00023539";1;1;2005;2;43;"N";0;199;7;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1500;"8";"8";"8";NA;"8";NA;375;"6";"7";"6";NA;"7";NA;318
"TQRMNOPVRHKKKNCDEFMDB00023540";1;1;2005;2;43;"N";0;199;4;3;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;"6";"6";"6";NA;"7";NA;1000;"9";"10";"10";NA;"10";NA;285
"TQRMNOPYPHKKKNCDEFMDB00023541";1;1;2005;2;43;"N";0;199;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;3000;"10";"10";"10";NA;"10";NA;750;"9";"9";"9";NA;"9";NA;327
"TQRMNOQTQHKKKNCDEFMDB00023542";1;1;2005;2;43;"N";0;199;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1600;"8";"8";"8";NA;"9";NA;400;"7";"7";"6";NA;"7";NA;351
"TQRMNOQSXHMNKMCDEFMDB00173916";1;1;2005;2;43;"N";0;190;6;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;4000;"10";"10";"10";NA;"10";NA;1333.33;"10";"10";"10";NA;"10";NA;223
"TQRMNORUSHMNKMCDEFMDB00173919";1;1;2005;2;43;"N";0;190;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPYUHMNKMCDEFMDB00173915";1;1;2005;2;43;"N";0;190;2;2;6;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"1";"1";NA;"2";NA;300;"5";"6";"5";NA;"6";NA;191
"TQRMNOPRUHMMLMCDEFMDB00173906";1;1;2005;2;43;"N";0;304;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1120;"7";"7";"7";NA;"7";NA;280;"5";"5";"5";NA;"6";NA;354
"TQRMNOSTYHMMLMCDEFMDB00173910";1;1;2005;2;43;"N";0;304;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;950;"6";"6";"6";NA;"6";NA;237.5;"4";"5";"4";NA;"5";NA;298
"TQRMNOQTSHMMLMCDEFMDB00173907";1;1;2005;2;43;"N";0;304;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;700;"4";"5";"4";NA;"5";NA;233.33;"4";"5";"4";NA;"5";NA;358
"TQRMNOQYWHMMLMCDEFMDB00173908";1;1;2005;2;43;"N";0;304;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;349;"2";"2";"2";NA;"2";NA;349;"6";"6";"6";NA;"7";NA;288
"TQRMNOSPTHMMLMCDEFMDB00173909";1;1;2005;2;43;"N";0;304;3;2;8;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;930;"6";"6";"6";NA;"6";NA;930;"9";"10";"10";NA;"10";NA;299
"TQRMNOTQTHMMLMCDEFMDB00173912";1;1;2005;2;43;"N";0;304;5;4;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;2500;"9";"10";"10";NA;"10";NA;500;"7";"8";"8";NA;"8";NA;325
"TQRMNOTPWHMMLMCDEFMDB00173911";1;1;2005;2;43;"N";0;304;3;2;3;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1000;"6";"6";"6";NA;"7";NA;333.33;"6";"6";"6";NA;"7";NA;367
