"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH"
"TQRMNOQWQHIOKOCDEHPJB00012625";1;1;2004;4;40;"S";29;247;3;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;150;"1";"1";"1";"1";NA;"1";50;"1";"1";"1";"1";NA;"1";236
"TQRMNORWUHIOKOCDEHPJB00012629";1;1;2004;4;40;"S";29;247;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;150;"1";"1";"1";"1";NA;"1";150;"3";"3";"4";"2";NA;"4";233
"TQRMNOPTVHIKKSCDEHPJB00012230";1;1;2004;4;40;"S";29;482;5;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;830;"5";"6";"6";"5";NA;"6";415;"7";"8";"8";"7";NA;"8";629
"TQRMNOPVVHIMKQCDEHPJB00012355";1;1;2004;4;40;"S";29;264;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;800;"5";"6";"6";"5";NA;"6";200;"4";"4";"6";"3";NA;"6";323
"TQRMNORTUHIMKQCDEHPJB00012361";1;1;2004;4;40;"S";29;264;4;3;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;800;"5";"6";"6";"5";NA;"6";200;"4";"4";"6";"3";NA;"6";281
"TQRMNOQTXHLKKOCDEIGED00007790";1;1;2004;4;43;"N";0;155;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;620;"4";"5";"4";NA;"5";NA;620;"8";"9";"9";NA;"9";NA;198
"TQRMNOQYVHJMMLCDEIGED00156363";1;1;2004;4;43;"N";0;146;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;930;"6";"6";"6";NA;"7";NA;930;"9";"10";"10";NA;"10";NA;156
"TQRMNOPXUHLKKOCDEIGED00007789";2;1;2004;4;43;"N";0;155;1;1;3;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORPTHLKKOCDEIGED00007791";1;1;2004;4;43;"N";0;155;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800;"5";"6";"5";NA;"6";NA;400;"7";"7";"7";NA;"8";NA;195
"TQRMNOQTWHJMMLCDEIGED00156362";1;1;2004;4;43;"N";0;146;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1700;"9";"9";"9";NA;"9";NA;283.33;"5";"6";"5";NA;"6";NA;183
"TQRMNOPTTHJMMLCDEIGED00156361";1;1;2004;4;43;"N";0;146;4;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;720;"5";"5";"5";NA;"5";NA;240;"4";"5";"4";NA;"6";NA;155
"TQRMNORUPHJMMLCDEIGED00156364";1;1;2004;4;43;"N";0;146;3;1;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;420;"3";"3";"3";NA;"3";NA;420;"7";"8";"7";NA;"8";NA;138
"TQRMNOQXVHKMKMCDEIGED00152442";1;1;2004;4;43;"N";0;145;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;294;"1";"2";"1";NA;"2";NA;147;"3";"3";"3";NA;"4";NA;154
"TQRMNORUPHKMKMCDEIGED00152444";1;1;2004;4;43;"N";0;145;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;550;"3";"4";"4";NA;"4";NA;137.5;"2";"3";"2";NA;"3";NA;132
"TQRMNOPUSHKMKMCDEIGED00152440";1;1;2004;4;43;"N";0;145;2;2;1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;268;"1";"1";"1";NA;"2";NA;67;"1";"1";"1";NA;"1";NA;125
"TQRMNOSQXHKMKMCDEIGED00152445";1;1;2004;4;43;"N";0;145;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;2;410;"3";"3";"3";NA;"3";NA;205;"4";"4";"4";NA;"5";NA;160
"TQRMNOQQWHKMKMCDEIGED00152441";1;1;2004;4;43;"N";0;145;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1200;"7";"8";"8";NA;"8";NA;300;"5";"6";"5";NA;"6";NA;150
"TQRMNOQTSHMLKRCDEIGED00007859";1;1;2004;4;43;"N";0;126;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;240;"1";"1";"1";NA;"1";NA;60;"1";"1";"1";NA;"1";NA;147
"TQRMNOPRVHMLKRCDEIGED00007857";1;1;2004;4;43;"N";0;126;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1450;"8";"8";"8";NA;"9";NA;362.5;"6";"7";"7";NA;"7";NA;122
"TQRMNOPTVHLNLPCDEIGED00007829";1;1;2004;4;43;"N";0;201;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;"7";"8";"8";NA;"8";NA;600;"8";"9";"9";NA;"9";NA;221
"TQRMNOPXYHLNLPCDEIGED00007830";1;1;2004;4;43;"N";0;201;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1100;"7";"7";"7";NA;"7";NA;366.67;"6";"7";"7";NA;"7";NA;213
"TQRMNOQTSHLNLPCDEIGED00007831";1;1;2004;4;43;"N";0;201;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;640;"4";"5";"4";NA;"5";NA;160;"3";"3";"3";NA;"4";NA;221
"TQRMNORUWHMLKRCDEIGED00007861";1;1;2004;4;43;"N";0;126;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1780;"9";"9";"9";NA;"9";NA;356;"6";"7";"7";NA;"7";NA;132
"TQRMNORPQHMLKRCDEIGED00007860";1;1;2004;4;43;"N";0;126;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;620;"4";"5";"4";NA;"5";NA;310;"6";"6";"6";NA;"7";NA;132
"TQRMNOQRPHKMLSCDEIGED00152457";1;1;2004;4;43;"N";0;157;1;1;3;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;400;"2";"3";"2";NA;"3";NA;400;"7";"7";"7";NA;"8";NA;159
"TQRMNOQVWHKMLSCDEIGED00152458";1;1;2004;4;43;"N";0;157;1;1;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;350;"2";"2";"2";NA;"2";NA;350;"6";"7";"6";NA;"7";NA;164
"TQRMNOPWUHKMLSCDEIGED00152456";1;1;2004;4;43;"N";0;157;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"4";"4";"4";NA;"5";NA;600;"8";"9";"9";NA;"9";NA;164
"TQRMNORQUHKMLSCDEIGED00152459";1;1;2004;4;43;"N";0;157;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;721;"5";"5";"5";NA;"5";NA;721;"9";"9";"9";NA;"9";NA;152
"TQRMNOPRXHKMLSCDEIGED00152455";1;1;2004;4;43;"N";0;157;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1460;"8";"8";"8";NA;"9";NA;730;"9";"9";"9";NA;"9";NA;161
"TQRMNOQTRHMOKMCDEIGED00007891";1;1;2004;4;43;"N";0;157;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;400;"2";"3";"2";NA;"3";NA;200;"4";"4";"4";NA;"5";NA;183
"TQRMNORQRHMOKMCDEIGED00007892";1;1;2004;4;43;"N";0;157;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280;"1";"2";"1";NA;"2";NA;280;"5";"6";"5";NA;"6";NA;161
"TQRMNOPRUHMOKMCDEIGED00007890";1;1;2004;4;43;"N";0;157;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1170;"7";"8";"7";NA;"8";NA;390;"7";"7";"7";NA;"8";NA;197
"TQRMNOPSYHJMKTCDEIGED00156353";1;1;2004;4;43;"N";0;159;3;3;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1100;"7";"7";"7";NA;"7";NA;366.67;"6";"7";"7";NA;"7";NA;182
"TQRMNOPYPHJMKTCDEIGED00156354";1;1;2004;4;43;"N";0;159;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;700;"4";"5";"5";NA;"5";NA;350;"6";"7";"6";NA;"7";NA;162
"TQRMNOQTQHJMKTCDEIGED00156355";1;1;2004;4;43;"N";0;159;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;400;"2";"3";"2";NA;"3";NA;200;"4";"4";"4";NA;"5";NA;149
"TQRMNOQXPHJMKTCDEIGED00156356";1;1;2004;4;43;"N";0;159;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;600;"4";"4";"4";NA;"5";NA;150;"3";"3";"3";NA;"4";NA;157
"TQRMNOPYYHJNKPCDEIGED00156365";1;1;2004;4;43;"N";0;158;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;800;"5";"6";"5";NA;"6";NA;200;"4";"4";"4";NA;"5";NA;153
"TQRMNOQTPHJNKPCDEIGED00156366";1;1;2004;4;43;"N";0;158;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;698;"4";"5";"5";NA;"5";NA;349;"6";"7";"6";NA;"7";NA;165
"TQRMNOQVWHJNKPCDEIGED00156367";1;1;2004;4;43;"N";0;158;2;1;3;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;200;"1";"1";"1";NA;"1";NA;200;"4";"4";"4";NA;"5";NA;161
"TQRMNOQYQHJNKPCDEIGED00156368";1;1;2004;4;43;"N";0;158;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1100;"7";"7";"7";NA;"7";NA;550;"8";"9";"8";NA;"9";NA;176
"TQRMNOQXTHMPKPCDEIGED00007904";1;1;2004;4;43;"N";0;279;2;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;80;"1";"1";"1";NA;"1";NA;20;"1";"1";"1";NA;"1";NA;320
"TQRMNORTSHMPKPCDEIGED00007905";1;1;2004;4;43;"N";0;279;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;880;"6";"6";"6";NA;"6";NA;110;"2";"2";"2";NA;"3";NA;285
"TQRMNOPWTHMPKPCDEIGED00007902";1;1;2004;4;43;"N";0;279;4;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;460;"3";"3";"3";NA;"3";NA;76.67;"1";"1";"1";NA;"2";NA;342
"TQRMNOPQWHMPKPCDEIGED00007901";1;1;2004;4;43;"N";0;279;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOQRRHMPKPCDEIGED00007903";1;1;2004;4;43;"N";0;279;3;2;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;310;"2";"2";"2";NA;"2";NA;44.29;"1";"1";"1";NA;"1";NA;265
"TQRMNOQWTHJLKSCDEIGED00156348";1;1;2004;4;43;"N";0;137;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPSWHJLKSCDEIGED00156346";1;1;2004;4;43;"N";0;137;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1400;"8";"8";"8";NA;"8";NA;350;"6";"7";"6";NA;"7";NA;143
"TQRMNOQPSHJLKSCDEIGED00156347";1;1;2004;4;43;"N";0;137;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;500;"3";"3";"3";NA;"4";NA;250;"5";"5";"5";NA;"6";NA;156
"TQRMNORPUHMOKUCDEIGED00007899";1;1;2004;4;43;"N";0;176;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;800;"5";"6";"5";NA;"6";NA;133.33;"2";"3";"2";NA;"3";NA;188
"TQRMNORQPHMOKUCDEIGED00007900";1;1;2004;4;43;"N";0;176;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;450;"3";"3";"3";NA;"3";NA;225;"4";"5";"4";NA;"5";NA;180
"TQRMNOQXVHMOKUCDEIGED00007898";2;1;2004;4;43;"N";0;176;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;150;"1";"1";"1";NA;"1";NA;37.5;"1";"1";"1";NA;"1";NA;193
"TQRMNOQUXHMOKUCDEIGED00007897";1;1;2004;4;43;"N";0;176;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;3;7;3300;"10";"10";"10";NA;"10";NA;330;"6";"7";"6";NA;"7";NA;175
"TQRMNOPWVHJKKMCDEIGED00156338";1;1;2004;4;43;"N";0;206;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2700;"10";"10";"10";NA;"10";NA;675;"9";"9";"9";NA;"9";NA;298
"TQRMNORWWHJKKMCDEIGED00156339";1;1;2004;4;43;"N";0;206;3;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2600;"10";"10";"10";NA;"10";NA;2600;"10";"10";"10";NA;"10";NA;268
"TQRMNOPSXHLLKMCDEIGED00007793";1;1;2004;4;43;"N";0;134;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;"7";"8";"8";NA;"8";NA;600;"8";"9";"9";NA;"9";NA;150
"TQRMNOQVRHLLKMCDEIGED00007796";1;1;2004;4;43;"N";0;134;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;1300;"8";"8";"8";NA;"8";NA;433.33;"7";"8";"7";NA;"8";NA;128
"TQRMNOPPSHLLKMCDEIGED00007792";1;1;2004;4;43;"N";0;134;3;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1760;"9";"9";"9";NA;"9";NA;352;"6";"7";"6";NA;"7";NA;149
"TQRMNOPXSHLLKMCDEIGED00007794";1;1;2004;4;43;"N";0;134;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;3460;"10";"10";"10";NA;"10";NA;865;"9";"10";"10";NA;"10";NA;149
"TQRMNOQQWHLLKMCDEIGED00007795";1;1;2004;4;43;"N";0;134;6;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2260;"9";"10";"10";NA;"10";NA;753.33;"9";"9";"9";NA;"10";NA;153
"TQRMNOPQWHKNKQCDEIGED00152463";1;1;2004;4;43;"N";0;154;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;260;"1";"1";"1";NA;"2";NA;130;"2";"3";"2";NA;"3";NA;164
"TQSMNOPQWHKNKQCDEIGED00152464";1;1;2004;4;43;"N";0;154;1;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;400;"2";"3";"2";NA;"3";NA;133.33;"2";"3";"2";NA;"3";NA;159
"TQRMNOQYSHKNKQCDEIGED00152465";2;1;2004;4;43;"N";0;154;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;290;"1";"2";"1";NA;"2";NA;290;"5";"6";"5";NA;"6";NA;148
"TQRMNORUSHKNKQCDEIGED00152466";1;1;2004;4;43;"N";0;154;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;920;"6";"6";"6";NA;"7";NA;230;"4";"5";"4";NA;"5";NA;153
"TQSMNORUSHKNKQCDEIGED00156391";1;1;2004;4;43;"N";0;154;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;400;"2";"3";"2";NA;"3";NA;133.33;"2";"3";"2";NA;"3";NA;154
"TQRMNOSQXHKNKQCDEIGED00152467";1;1;2004;4;43;"N";0;154;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1050;"7";"7";"7";NA;"7";NA;525;"8";"8";"8";NA;"9";NA;172
"TQRMNOPTSHMMKOCDEIGED00007862";1;1;2004;4;43;"N";0;145;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;800;"5";"6";"5";NA;"6";NA;160;"3";"3";"3";NA;"4";NA;116
"TQRMNORQUHMMKOCDEIGED00007865";1;1;2004;4;43;"N";0;145;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1320;"8";"8";"8";NA;"8";NA;264;"5";"5";"5";NA;"6";NA;145
"TQRMNORWRHMMKOCDEIGED00007866";1;1;2004;4;43;"N";0;145;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;2;3;800;"5";"6";"5";NA;"6";NA;160;"3";"3";"3";NA;"4";NA;138
"TQRMNOPYXHMMKOCDEIGED00007863";1;1;2004;4;43;"N";0;145;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;3;2;300;"2";"2";"2";NA;"2";NA;60;"1";"1";"1";NA;"1";NA;129
"TQRMNORQXHLPKOCDEIGED00007845";1;1;2004;4;43;"N";0;185;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;200;"1";"1";"1";NA;"1";NA;40;"1";"1";"1";NA;"1";NA;205
"TQSMNORQXHLPKOCDEIGED00007846";1;1;2004;4;43;"N";0;185;2;1;6;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;180;"1";"1";"1";NA;"1";NA;180;"3";"4";"3";NA;"4";NA;173
"TQRMNOQWWHLPKOCDEIGED00007844";1;1;2004;4;43;"N";0;185;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;350;"2";"2";"2";NA;"2";NA;58.33;"1";"1";"1";NA;"1";NA;184
"TQRMNOQWQHKNKMCDEIGED00152462";1;1;2004;4;43;"N";0;167;4;3;3;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;680;"4";"5";"5";NA;"5";NA;113.33;"2";"2";"2";NA;"3";NA;169
"TQRMNOPPTHKNKMCDEIGED00152460";1;1;2004;4;43;"N";0;167;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;800;"5";"6";"5";NA;"6";NA;160;"3";"3";"3";NA;"4";NA;177
"TQRMNOPXUHKNKMCDEIGED00152461";1;1;2004;4;43;"N";0;167;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1530;"8";"9";"9";NA;"9";NA;382.5;"7";"7";"7";NA;"7";NA;190
"TQRMNOPWXHKMKQCDEIGED00152448";1;1;2004;4;43;"N";0;177;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1910;"9";"9";"9";NA;"9";NA;955;"10";"10";"10";NA;"10";NA;199
"TQRMNOPPTHKMKQCDEIGED00152446";1;1;2004;4;43;"N";0;177;5;4;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;297;"1";"2";"1";NA;"2";NA;99;"2";"2";"2";NA;"2";NA;191
"TQRMNORTPHKMKQCDEIGED00152449";1;1;2004;4;43;"N";0;177;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;"7";"8";"8";NA;"8";NA;600;"8";"9";"9";NA;"9";NA;199
"TQRMNOQVXHKMKQCDEIGED00156389";1;1;2004;4;43;"N";0;177;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"4";"4";"4";NA;"5";NA;600;"8";"9";"9";NA;"9";NA;184
"TQRMNOPURHKMKQCDEIGED00152447";1;1;2004;4;43;"N";0;177;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;854;"6";"6";"6";NA;"6";NA;284.67;"5";"6";"5";NA;"6";NA;209
"TQRMNOPYUHLMLLCDEIGED00007808";1;1;2004;4;43;"N";0;223;3;2;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1550;"8";"9";"9";NA;"9";NA;516.67;"8";"8";"8";NA;"9";NA;263
"TQRMNOQUQHLMLLCDEIGED00007809";1;1;2004;4;43;"N";0;223;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2420;"10";"10";"10";NA;"10";NA;1210;"10";"10";"10";NA;"10";NA;249
"TQRMNOPTPHLPKOCDEIGED00007842";1;1;2004;4;43;"N";0;185;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;500;"3";"3";"3";NA;"4";NA;500;"8";"8";"8";NA;"8";NA;208
"TQRMNORTRHLPKOCDEIGED00007847";1;1;2004;4;43;"N";0;185;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200;"1";"1";"1";NA;"1";NA;200;"4";"4";"4";NA;"5";NA;198
"TQRMNOPWWHLPKOCDEIGED00007843";1;1;2004;4;43;"N";0;185;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;97;"1";"1";"1";NA;"1";NA;48.5;"1";"1";"1";NA;"1";NA;197
"TQRMNOPXSHMLKRCDEIGED00007858";1;1;2004;4;43;"N";0;126;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;860;"6";"6";"6";NA;"6";NA;215;"4";"5";"4";NA;"5";NA;122
"TQRMNOPPVHKQKNCDEIHJF00152524";1;1;2004;4;44;"N";0;101;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;3190;"10";"10";"10";NA;"10";NA;638;"9";"9";"7";NA;"9";NA;124
"TQRMNOPURHKQKNCDEIHJF00152525";1;1;2004;4;44;"N";0;101;4;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1400;"8";"8";"6";NA;"8";NA;1400;"10";"10";"10";NA;"10";NA;112
"TQRMNOQPVHKSMRCDEIHJF00152554";1;1;2004;4;44;"N";0;108;5;4;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900;"6";"6";"4";NA;"6";NA;450;"7";"8";"6";NA;"8";NA;112
"TQRMNOQTWHKSMRCDEIHJF00152555";1;1;2004;4;44;"N";0;108;4;4;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;800;"5";"6";"3";NA;"6";NA;133.33;"2";"3";"2";NA;"3";NA;114
"TQRMNOPTWHJRLOCDEIHJF00156449";1;1;2004;4;44;"N";0;101;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1600;"8";"9";"7";NA;"9";NA;800;"9";"10";"8";NA;"10";NA;118
"TQRMNOQQVHKQKNCDEIHJF00152526";1;1;2004;4;44;"N";0;101;1;1;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;0;"00";"00";"00";NA;"00";NA;0;"00";"00";"00";NA;"00";NA;101
"TQRMNOPUVHKSMRCDEIHJF00152553";1;1;2004;4;44;"N";0;108;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1110;"7";"7";"5";NA;"8";NA;277.5;"5";"6";"4";NA;"6";NA;124
