"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOSQYHJOKMCDEIKAH00177264";1;1;2006;2;43;"S";34;295;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;390;"1";"2";"1";"1";NA;"1";195;"2";"3";"2";"2";NA;"2";315;1;0;2;0;0;0
"TQRMNOSYPHJOKMCDEIKAH00177265";1;1;2006;2;43;"S";34;295;2;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1300;"6";"6";"6";"6";NA;"7";260;"3";"4";"3";"3";NA;"3";292;2;0;98;0;0;0
"TQRMNOSYUHJOKMCDEIKAH00177266";1;1;2006;2;43;"S";34;295;4;4;6;1;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;1;7;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;3;5;0;0
"TQRMNOTPXHJOKMCDEIKAH00177267";1;1;2006;2;43;"S";34;295;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;800;"4";"4";"4";"3";NA;"4";200;"3";"3";"2";"2";NA;"2";315;2;0;98;0;0;0
"TQRMNOSPQHJLKMCDEIKAH00177154";1;1;2006;2;43;"S";34;462;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;3;4;5;0
"TQRMNORTWHJLKMCDEIKAH00177153";1;1;2006;2;43;"S";34;462;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOTXWHJLKMCDEIKAH00177156";1;1;2006;2;43;"S";34;462;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNOVRUHJLKMCDEIKAH00177157";1;1;2006;2;43;"S";34;462;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;1;1;1760;"7";"8";"8";"7";NA;"8";880;"9";"9";"9";"8";NA;"9";569;96;0;1;0;0;0
"TQRMNOTQYHJLKMCDEIKAH00177155";1;1;2006;2;43;"S";34;462;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2500;"9";"9";"9";"9";NA;"9";625;"7";"8";"7";"7";NA;"8";800;2;4;98;0;0;0
"TQRMNOTRTHJNLOCDEIKAH00181070";2;1;2006;2;43;"S";34;284;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3860;"10";"10";"10";"10";NA;"10";1930;"10";"10";"10";"10";NA;"10";372;2;0;96;0;0;0
"TQRMNOUPSHJNLOCDEIKAH00181072";1;1;2006;2;43;"S";34;284;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;780;"4";"4";"4";"3";NA;"4";390;"5";"6";"5";"5";NA;"5";329;3;0;98;0;0;0
"TQRMNOPVTHJNLOCDEIKAH00181066";1;1;2006;2;43;"S";34;284;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;3;0;3;4610;"10";"10";"10";"10";NA;"10";1536.67;"10";"10";"10";"10";NA;"10";369;1;2;3;0;0;0
"TQRMNOSQYHJNLOCDEIKAH00181069";1;1;2006;2;43;"S";34;284;4;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;1415;"6";"7";"7";"6";NA;"7";707.5;"8";"8";"8";"8";NA;"8";327;1;0;98;0;0;0
"TQRMNOTUYHJNLOCDEIKAH00181071";1;1;2006;2;43;"S";34;284;2;1;4;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;700;"3";"4";"3";"3";NA;"3";350;"5";"5";"4";"4";NA;"4";321;2;0;98;0;0;0
"TQRMNORSXHJNLOCDEIKAH00181068";1;1;2006;2;43;"S";34;284;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;3;98;0;0;0
"TQRMNOPQTHJNLOCDEIKAH00181065";1;1;2006;2;43;"S";34;284;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1300;"6";"6";"6";"6";NA;"7";650;"7";"8";"8";"7";NA;"8";312;2;1;98;0;0;0
"TQRMNOPRYHJMMLCDEIKAH00226852";1;1;2006;2;43;"S";34;270;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1170;"5";"6";"6";"5";NA;"6";585;"7";"8";"7";"7";NA;"7";345;2;0;98;0;0;0
"TQRMNOPVSHJMMLCDEIKAH00226853";1;1;2006;2;43;"S";34;270;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;6900;"10";"10";"10";"10";NA;"10";2300;"10";"10";"10";"10";NA;"10";376;1;2;98;0;0;0
"TQRMNOPYXHJMMLCDEIKAH00226854";1;1;2006;2;43;"S";34;270;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;6;1;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOQRYHJMMLCDEIKAH00226855";1;1;2006;2;43;"S";34;270;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;2080;"8";"9";"8";"8";NA;"9";693.33;"8";"8";"8";"8";NA;"8";458;2;0;98;0;0;0
"TQRMNOQVQHJMMLCDEIKAH00226856";1;1;2006;2;43;"S";34;270;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOQYSHJMMLCDEIKAH00226857";1;1;2006;2;43;"S";34;270;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;1;3;1450;"6";"7";"7";"6";NA;"7";362.5;"5";"5";"5";"4";NA;"4";373;2;0;98;0;0;0
"TQRMNORRRHJMMLCDEIKAH00226858";1;1;2006;2;43;"S";34;270;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;1030;"5";"5";"5";"5";NA;"5";343.33;"4";"5";"4";"4";NA;"4";382;2;0;98;0;0;0
"TQRMNORUPHJMMLCDEIKAH00226859";1;1;2006;2;43;"S";34;270;3;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;1;1;2;2;2;4;2;2;1000;"5";"5";"5";"4";NA;"5";250;"3";"4";"3";"3";NA;"3";331;1;0;98;0;0;0
"TQRMNORXYHJMMLCDEIKAH00226860";1;1;2006;2;43;"S";34;270;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1430;"6";"7";"7";"6";NA;"7";357.5;"5";"5";"4";"4";NA;"4";345;2;0;98;0;0;0
"TQRMNOVUTHJLKMCDEIKAH00177158";1;1;2006;2;43;"S";34;462;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1200;"6";"6";"6";"5";NA;"6";400;"5";"6";"5";"5";NA;"5";668;2;0;98;0;0;0
"TQRMNOWSYHJLKMCDEIKAH00177159";1;1;2006;2;43;"S";34;462;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1500;"7";"7";"7";"6";NA;"7";300;"4";"5";"4";"4";NA;"4";604;2;0;98;0;0;0
"TQRMNOUQYHKLKMCDEIKAH00226971";1;1;2006;2;43;"S";34;368;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNORSSHKLKMCDEIKAH00226967";1;1;2006;2;43;"S";34;368;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1660;"7";"8";"7";"7";NA;"8";830;"8";"9";"9";"8";NA;"8";493;1;0;98;0;0;0
"TQRMNOTVPHKLKMCDEIKAH00226970";1;1;2006;2;43;"S";34;368;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNOQWQHLLKMCDEIKAH00226862";1;1;2006;2;43;"S";34;991;4;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;"2";"2";"2";"1";NA;"2";400;"5";"6";"5";"5";NA;"5";923;1;0;98;0;0;0
"TQRMNOQVVHJNLLCDEIKAH00177235";1;1;2006;2;43;"S";34;282;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1170;"5";"6";"6";"5";NA;"6";585;"7";"8";"7";"7";NA;"7";317;3;0;2;0;0;0
"TQRMNOSWYHJNLLCDEIKAH00177238";1;1;2006;2;43;"S";34;282;1;1;6;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;390;"1";"2";"1";"1";NA;"1";390;"5";"6";"5";"5";NA;"5";257;1;0;98;0;0;0
"TQRMNORQPHJNLLCDEIKAH00177236";1;1;2006;2;43;"S";34;282;3;2;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;150;"1";"1";"1";"1";NA;"1";37.5;"1";"1";"1";"1";NA;"1";332;2;0;4;0;0;0
"TQRMNOQRWHJNLLCDEIKAH00177234";1;1;2006;2;43;"S";34;282;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;789;"4";"4";"4";"3";NA;"4";394.5;"5";"6";"5";"5";NA;"5";318;2;0;1;0;0;0
"TQRMNOPRPHJNLLCDEIKAH00177233";1;1;2006;2;43;"S";34;282;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNOPYVHJPKMCDEIKAH00226950";1;1;2006;2;43;"S";34;340;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;2;98;0;0;0
"TQRMNOQVTHJPKMCDEIKAH00226952";1;1;2006;2;43;"S";34;340;2;2;3;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;1;2;2;2;4;1;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;3;0;98;0;0;0
"TQRMNORPWHJPKMCDEIKAH00226953";1;1;2006;2;43;"S";34;340;3;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;750;"3";"4";"3";"3";NA;"3";750;"8";"8";"8";"8";NA;"8";384;1;0;98;0;0;0
"TQRMNOVVUHJOKNCDEIKAH00226922";1;1;2006;2;43;"S";34;472;2;2;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;570;"3";"3";"2";"2";NA;"3";190;"2";"3";"2";"2";NA;"2";530;1;0;2;0;0;0
"TQRMNOUUVHJOKNCDEIKAH00226921";1;1;2006;2;43;"S";34;472;2;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1010;"5";"5";"5";"5";NA;"5";252.5;"3";"4";"3";"3";NA;"3";629;3;0;2;0;0;0
"TQRMNOSQTHJPKMCDEIKAH00226956";1;1;2006;2;43;"S";34;340;2;2;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;250;"1";"1";"1";"1";NA;"1";125;"1";"2";"1";"1";NA;"1";377;1;0;98;0;0;0
"TQRMNORUPHJPKMCDEIKAH00226954";1;1;2006;2;43;"S";34;340;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;"5";"5";"5";"4";NA;"5";1000;"9";"9";"9";"9";NA;"9";384;1;0;97;0;0;0
"TQRMNOSSPHJOKNCDEIKAH00226919";1;1;2006;2;43;"S";34;472;2;2;6;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;1800;"7";"8";"8";"7";NA;"8";300;"4";"5";"4";"4";NA;"4";618;2;0;3;5;0;0
"TQRMNOPRYHJOKNCDEIKAH00226915";1;1;2006;2;43;"S";34;472;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNOQURHJOKNCDEIKAH00226917";1;1;2006;2;43;"S";34;472;3;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;700;"3";"4";"3";"3";NA;"3";116.67;"1";"2";"1";"1";NA;"1";586;2;0;98;0;0;0
"TQRMNOPYSHJOKNCDEIKAH00226916";1;1;2006;2;43;"S";34;472;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7;2;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;3;0;2;0;0;0
"TQRMNOWYRHJOKNCDEIKAH00226923";1;1;2006;2;43;"S";34;472;3;2;6;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;1;1;2;2;2;3;2;1;420;"2";"2";"2";"2";NA;"2";140;"2";"2";"2";"2";NA;"1";433;1;0;2;3;0;0
"TQRMNOTTPHJOKNCDEIKAH00226920";1;1;2006;2;43;"S";34;472;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;850;"4";"4";"4";"4";NA;"4";425;"6";"6";"6";"5";NA;"5";550;2;0;1;0;0;0
"TQRMNORPTHJOKNCDEIKAH00226918";1;1;2006;2;43;"S";34;472;2;2;6;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;4;0;4;310;"1";"1";"1";"1";NA;"1";77.5;"1";"1";"1";"1";NA;"1";485;1;0;3;4;0;0
"TQRMNOQYSHJNLOCDEIKAH00181067";1;1;2006;2;43;"S";34;284;3;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;"2";"2";"2";"1";NA;"2";400;"5";"6";"5";"5";NA;"5";259;97;0;98;0;0;0
"TQRMNOSYYHKLKMCDEIKAH00226969";1;1;2006;2;43;"S";34;368;4;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900;"4";"5";"4";"4";NA;"5";450;"6";"6";"6";"6";NA;"6";446;1;0;2;0;0;0
"TQRMNOSTWHKLKMCDEIKAH00226968";1;1;2006;2;43;"S";34;368;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;2100;"8";"9";"8";"8";NA;"9";420;"6";"6";"5";"5";NA;"5";559;1;0;3;0;0;0
"TQRMNORTUHJNKSCDEIKAH00226770";1;1;2006;2;43;"S";34;259;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNORWUHJPKMCDEIKAH00226955";1;1;2006;2;43;"S";34;340;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;320;"1";"1";"1";"1";NA;"1";160;"2";"2";"2";"2";NA;"2";426;2;0;98;0;0;0
"TQRMNOQRVHJPKMCDEIKAH00226951";1;1;2006;2;43;"S";34;340;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;800;"4";"4";"4";"3";NA;"4";400;"5";"6";"5";"5";NA;"5";414;2;0;98;0;0;0
"TQRMNOPUUHJOKMCDEIKAH00177260";2;1;2006;2;43;"S";34;295;2;1;6;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;390;"1";"2";"1";"1";NA;"1";390;"5";"6";"5";"5";NA;"5";294;1;0;98;0;0;0
"TQRMNOQUXHJMLMCDEIKAH00226825";1;1;2006;2;43;"S";34;229;6;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;4000;"10";"10";"10";"10";NA;"10";800;"8";"9";"8";"8";NA;"8";368;2;0;98;0;0;0
"TQRMNOVYXHJMKMCDEIKAH00180993";1;1;2006;2;43;"S";34;367;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1800;"7";"8";"8";"7";NA;"8";600;"7";"8";"7";"7";NA;"7";511;2;0;1;0;0;0
"TQRMNOUVSHJMKMCDEIKAH00180990";1;1;2006;2;43;"S";34;367;3;2;6;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;800;"4";"4";"4";"3";NA;"4";266.67;"3";"4";"3";"3";NA;"3";380;1;0;98;0;0;0
"TQRMNOUPWHJMKMCDEIKAH00180989";1;1;2006;2;43;"S";34;367;3;2;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1850;"8";"8";"8";"7";NA;"8";462.5;"6";"6";"6";"6";NA;"6";465;2;0;1;0;0;0
"TQRMNOTTVHJMKMCDEIKAH00180988";1;1;2006;2;43;"S";34;367;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2100;"8";"9";"8";"8";NA;"9";700;"8";"8";"8";"8";NA;"8";620;1;0;2;0;0;0
"TQRMNOSRUHJMKMCDEIKAH00180987";1;1;2006;2;43;"S";34;367;3;1;4;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNOQQPHJMKMCDEIKAH00180985";1;1;2006;2;43;"S";34;367;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;390;"1";"2";"1";"1";NA;"1";195;"2";"3";"2";"2";NA;"2";471;2;0;98;0;0;0
"TQRMNORPUHJMKMCDEIKAH00180986";1;1;2006;2;43;"S";34;367;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1500;"7";"7";"7";"6";NA;"7";375;"5";"5";"5";"5";NA;"4";555;2;0;1;0;0;0
"TQRMNOUXYHJMKMCDEIKAH00180991";1;1;2006;2;43;"S";34;367;3;3;6;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;12;3;9;1600;"7";"7";"7";"7";NA;"7";133.33;"2";"2";"1";"1";NA;"1";479;3;0;4;5;6;0
"TQSMNOUXYHJMKMCDEIKAH00180992";1;1;2006;2;43;"S";34;367;1;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150;"1";"1";"1";"1";NA;"1";150;"2";"2";"2";"2";NA;"1";381;1;0;98;0;0;0
"TQRMNOQQSHJNLPCDEIKAH00177242";1;1;2006;2;43;"S";34;282;2;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;2;2500;"9";"9";"9";"9";NA;"9";1250;"9";"10";"10";"9";NA;"10";362;1;2;98;0;0;0
"TQRMNOSSRHJNLPCDEIKAH00177247";1;1;2006;2;43;"S";34;282;3;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1160;"5";"6";"6";"5";NA;"6";580;"7";"7";"7";"7";NA;"7";278;1;0;97;0;0;0
"TQRMNORSPHJNLPCDEIKAH00177245";1;1;2006;2;43;"S";34;282;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;1480;"7";"7";"7";"6";NA;"7";493.33;"6";"7";"6";"6";NA;"6";340;1;0;2;0;0;0
"TQRMNOQUXHJNLPCDEIKAH00177243";1;1;2006;2;43;"S";34;282;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;630;"3";"3";"3";"3";NA;"3";630;"7";"8";"7";"7";NA;"8";288;97;0;98;0;0;0
"TQRMNOPTXHJNLPCDEIKAH00177240";1;1;2006;2;43;"S";34;282;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;380;"1";"2";"1";"1";NA;"1";190;"2";"3";"2";"2";NA;"2";308;1;0;98;0;0;0
"TQRMNOSYPHJNLPCDEIKAH00177248";1;1;2006;2;43;"S";34;282;2;2;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;1;3;5;0;0
"TQRMNOTXWHJPKMCDEIKAH00226957";1;1;2006;2;43;"S";34;340;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1490;"7";"7";"7";"6";NA;"7";298;"4";"4";"4";"4";NA;"3";515;1;0;98;0;0;0
"TQRMNOPQPHJPKMCDEIKAH00226949";1;1;2006;2;43;"S";34;340;4;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOSSVHJNLLCDEIKAH00177237";1;1;2006;2;43;"S";34;282;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1600;"7";"7";"7";"7";NA;"7";1600;"10";"10";"10";"10";NA;"10";301;1;0;98;0;0;0
"TQRMNOPUUHJMKUCDEIKAH00181002";1;1;2006;2;43;"S";34;263;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNORXWHJMKUCDEIKAH00181007";1;1;2006;2;43;"S";34;263;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;390;"1";"2";"1";"1";NA;"1";390;"5";"6";"5";"5";NA;"5";293;1;0;98;0;0;0
"TQRMNOQTUHJMKUCDEIKAH00181004";1;1;2006;2;43;"S";34;263;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;3;0;4;0;0;0
"TQRMNOSSPHJMKUCDEIKAH00181008";1;1;2006;2;43;"S";34;263;4;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;780;"4";"4";"4";"3";NA;"4";390;"5";"6";"5";"5";NA;"5";307;5;0;4;0;0;0
"TQRMNOSWTHJMKUCDEIKAH00181009";1;1;2006;2;43;"S";34;263;6;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1000;"5";"5";"5";"4";NA;"5";500;"6";"7";"6";"6";NA;"6";347;2;0;98;0;0;0
"TQRMNOSVQHJMKQCDEIKAH00181001";1;1;2006;2;43;"S";34;276;1;1;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;2;2;1;0;1;200;"1";"1";"1";"1";NA;"1";200;"3";"3";"2";"2";NA;"2";319;1;0;98;0;0;0
"TQRMNOPXTHIMKRCDEIMBF00227044";1;1;2006;2;43;"N";0;183;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2000;"8";"8";"8";NA;"8";NA;1000;"9";"9";"9";NA;"9";NA;181;2;0;1;0;0;0
"TQRMNORRPHIPKPCDEIMBF00181216";1;1;2006;2;43;"N";0;209;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;400;"1";"2";"2";NA;"2";NA;200;"3";"3";"2";NA;"3";NA;210;2;0;1;0;0;0
"TQRMNOPRQHIPKPCDEIMBF00181215";1;1;2006;2;43;"N";0;209;1;1;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;400;"1";"2";"2";NA;"2";NA;200;"3";"3";"2";NA;"3";NA;212;2;0;98;0;0;0
