"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOQQXHKMLLCDEFKID00219479";1;1;2006;2;43;"S";4;484;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;"3";"3";"3";"2";NA;"2";600;"7";"8";"7";"7";NA;"7";622;97;0;98;0;0;0
"TQRMNOSRRHKMLLCDEFKID00223466";1;1;2006;2;43;"S";4;484;2;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1000;"5";"5";"5";"5";NA;"5";1000;"9";"9";"9";"9";NA;"9";457;1;98;98;0;0;0
"TQRMNORUUHKMLLCDEFKID00219481";1;1;2006;2;43;"S";4;484;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1250;"6";"6";"6";"6";NA;"6";625;"7";"8";"7";"7";NA;"8";674;1;0;97;0;0;0
"TQRMNOPXTHKMLLCDEFKID00219478";1;1;2006;2;43;"S";4;484;2;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;500;"2";"2";"2";"2";NA;"2";250;"3";"4";"3";"3";NA;"3";538;1;2;98;0;0;0
"TQRMNOQURHKMLLCDEFKID00219480";1;1;2006;2;43;"S";4;484;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;0;2;1400;"6";"7";"7";"6";NA;"7";700;"8";"8";"8";"8";NA;"8";740;2;0;1;0;0;0
"TQRMNOPQXHKMLLCDEFKID00219477";1;1;2006;2;43;"S";4;484;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;0;1300;"6";"6";"6";"6";NA;"6";650;"7";"8";"8";"7";NA;"8";631;1;2;98;0;0;0
"TQRMNOPUUHLPKMCDEFKID00177812";1;1;2006;2;43;"S";4;689;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;800;"4";"4";"4";"3";NA;"4";160;"2";"2";"2";"2";NA;"2";946;2;0;98;0;0;0
"TQRMNOQQVHLPKMCDEFKID00177813";1;1;2006;2;43;"S";4;689;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;1300;"6";"7";"6";"6";NA;"6";185.71;"2";"3";"2";"2";NA;"2";995;2;0;98;0;0;0
"TQRMNORQRHLPKMCDEFKID00177814";1;1;2006;2;43;"S";4;689;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOSWSHLPKMCDEFKID00177816";1;1;2006;2;43;"S";4;689;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;950;"4";"5";"5";"4";NA;"5";158.33;"2";"2";"2";"2";NA;"2";848;2;0;98;0;0;0
"TQRMNOTSRHLPKMCDEFKID00177817";1;1;2006;2;43;"S";4;689;3;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;2;98;0;0;0
"TQRMNOUYQHLPKMCDEFKID00177818";1;1;2006;2;43;"S";4;689;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;650;"3";"3";"3";"3";NA;"3";162.5;"2";"2";"2";"2";NA;"2";882;2;0;98;0;0;0
"TQRMNORPYHLNKPCDEFKID00223413";1;1;2006;2;43;"S";4;420;2;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;96;0;0;0
"TQSMNORPYHLNKPCDEFKID00177758";1;1;2006;2;43;"S";4;420;3;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;6;1;5;3900;"10";"10";"10";"10";NA;"10";650;"7";"8";"8";"7";NA;"8";628;1;0;3;0;0;0
"TQRMNOPXPHMNMNCDEFKID00173691";2;1;2006;2;43;"S";4;548;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1000;"5";"5";"5";"5";NA;"5";333.33;"4";"5";"4";"4";NA;"4";679;2;0;98;0;0;0
"TQRMNOQWVHMNMNCDEFKID00173692";1;1;2006;2;43;"S";4;548;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1600;"7";"7";"7";"7";NA;"7";800;"8";"9";"8";"8";NA;"9";803;2;0;98;0;0;0
"TQRMNORRWHMNMNCDEFKID00173693";1;1;2006;2;43;"S";4;548;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;3;98;0;0;0
"TQRMNORXUHMNMNCDEFKID00173694";1;1;2006;2;43;"S";4;548;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOSSVHMNMNCDEFKID00173695";1;1;2006;2;43;"S";4;548;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1800;"7";"8";"8";"7";NA;"8";450;"6";"6";"6";"6";NA;"6";751;2;0;98;0;0;0
"TQRMNOSYTHMNMNCDEFKID00173696";1;1;2006;2;43;"S";4;548;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2300;"8";"9";"9";"8";NA;"9";766.67;"8";"9";"8";"8";NA;"9";694;1;3;98;0;0;0
"TQRMNOTTQHMNMNCDEFKID00173697";1;1;2006;2;43;"S";4;548;2;2;1;1;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;4;2;2;350;"1";"1";"1";"1";NA;"1";87.5;"1";"1";"1";"1";NA;"1";581;1;0;98;0;0;0
"TQRMNOUPSHMNMNCDEFKID00173698";1;1;2006;2;43;"S";4;548;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;340;"1";"1";"1";"1";NA;"1";170;"2";"2";"2";"2";NA;"2";526;1;0;98;0;0;0
"TQRMNOPTVHKOKTCDEFKID00219571";1;1;2006;2;43;"S";4;502;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1190;"6";"6";"6";"5";NA;"5";595;"7";"8";"7";"7";NA;"7";704;2;0;98;0;0;0
"TQRMNOPXVHKOKTCDEFKID00219572";1;1;2006;2;43;"S";4;502;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;2;2;1300;"6";"6";"6";"6";NA;"6";325;"4";"5";"4";"4";NA;"4";672;2;0;98;0;0;0
"TQRMNOQSYHKOKTCDEFKID00219573";1;1;2006;2;43;"S";4;502;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;3;98;0;0;0
"TQRMNORXTHKOKTCDEFKID00219574";1;1;2006;2;43;"S";4;502;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;3;98;0;0;0
"TQRMNOTYVHKOKTCDEFKID00219579";1;1;2006;2;43;"S";4;502;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;270;"1";"1";"1";"1";NA;"1";135;"2";"2";"1";"1";NA;"1";408;1;0;98;0;0;0
"TQRMNOSRYHKOKTCDEFKID00219575";1;1;2006;2;43;"S";4;502;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;3;0;98;0;0;0
"TQRMNOSXSHKOKTCDEFKID00219576";1;1;2006;2;43;"S";4;502;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3000;"9";"10";"10";"9";NA;"10";1500;"10";"10";"10";"10";NA;"10";757;2;0;98;0;0;0
"TQRMNOTXPHKOKTCDEFKID00219577";1;1;2006;2;43;"S";4;502;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;490;"2";"2";"2";"2";NA;"2";245;"3";"4";"3";"3";NA;"3";713;1;0;98;0;0;0
"TQRMNOTXVHKOKTCDEFKID00219578";1;1;2006;2;43;"S";4;502;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;0;"00";"00";"00";"00";NA;"00";0;"00";"00";"00";"00";NA;"00";643;2;1;98;0;0;0
"TQRMNOUPRHKOKTCDEFKID00219580";1;1;2006;2;43;"S";4;502;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1950;"8";"8";"8";"8";NA;"8";390;"5";"6";"5";"5";NA;"5";820;1;2;98;0;0;0
"TQRMNOVRRHLPKMCDEFKID00177819";1;1;2006;2;43;"S";4;689;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;940;"4";"5";"5";"4";NA;"4";134.29;"2";"2";"1";"1";NA;"1";867;2;0;98;0;0;0
"TQRMNOVSPHLPKMCDEFKID00177820";1;1;2006;2;43;"S";4;689;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;500;"2";"2";"2";"2";NA;"2";125;"1";"2";"1";"1";NA;"1";957;2;0;98;0;0;0
"TQRMNOVSVHLPKMCDEFKID00177821";1;1;2006;2;43;"S";4;689;1;1;1;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1100;"5";"6";"5";"5";NA;"5";220;"3";"3";"3";"3";NA;"3";762;2;0;98;0;0;0
"TQRMNOTRYHJMKMCDEFKID00223270";1;1;2006;2;43;"S";4;524;4;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;2;98;0;0;0
"TQRMNOPRUHJMKMCDEFKID00223261";1;1;2006;2;43;"S";4;524;3;1;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;700;"3";"4";"3";"3";NA;"3";700;"8";"8";"8";"8";NA;"8";574;1;0;98;0;0;0
"TQRMNOQSQHJMKMCDEFKID00223263";1;1;2006;2;43;"S";4;524;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;5;1;4;1500;"7";"7";"7";"6";NA;"7";300;"4";"5";"4";"4";NA;"4";904;2;0;98;0;0;0
"TQRMNOQXQHJMKMCDEFKID00223264";1;1;2006;2;43;"S";4;524;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORQYHJMKMCDEFKID00223265";1;1;2006;2;43;"S";4;524;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORUVHJMKMCDEFKID00223266";1;1;2006;2;43;"S";4;524;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORXXHJMKMCDEFKID00223267";1;1;2006;2;43;"S";4;524;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2200;"8";"9";"9";"8";NA;"9";733.33;"8";"8";"8";"8";NA;"8";759;2;0;98;0;0;0
"TQRMNOSTVHJMKMCDEFKID00223268";1;1;2006;2;43;"S";4;524;4;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;"5";"5";"5";"5";NA;"5";1000;"9";"9";"9";"9";NA;"9";710;1;97;98;0;0;0
"TQRMNOSWXHJMKMCDEFKID00223269";1;1;2006;2;43;"S";4;524;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600;"3";"3";"3";"3";NA;"3";300;"4";"5";"4";"4";NA;"4";788;2;1;98;0;0;0
"TQRMNOTPWHJKKUCDEFKID00223234";1;1;2006;2;43;"S";4;617;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNOVTQHJKKUCDEFKID00223236";1;1;2006;2;43;"S";4;617;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;2;0;0;0
"TQRMNOTSWHJKKUCDEFKID00223235";1;1;2006;2;43;"S";4;617;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;200;"1";"1";"1";"1";NA;"1";100;"1";"1";"1";"1";NA;"1";940;1;2;98;0;0;0
"TQRMNOSPWHJKKUCDEFKID00223233";1;1;2006;2;43;"S";4;617;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;2;3;0;0;0
"TQRMNOQXYHJKKUCDEFKID00223232";1;1;2006;2;43;"S";4;617;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNOVXTHJKKUCDEFKID00223237";1;1;2006;2;43;"S";4;617;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNOPTRHLLKSCDEFKID00177691";1;1;2006;2;43;"S";4;528;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4500;"10";"10";"10";"10";NA;"10";1125;"9";"10";"9";"9";NA;"10";1160;2;0;98;0;0;0
"TQRMNOQPUHLLKSCDEFKID00177692";1;1;2006;2;43;"S";4;528;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;3900;"10";"10";"10";"10";NA;"10";975;"9";"9";"9";"9";NA;"9";1240;2;3;4;0;0;0
"TQRMNOQUUHLLKSCDEFKID00177693";2;1;2006;2;43;"S";4;528;2;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;10000;"10";"10";"10";"10";NA;"10";3333.33;"10";"10";"10";"10";NA;"10";721;2;0;1;0;0;0
"TQRMNOQYXHLLKSCDEFKID00177694";1;1;2006;2;43;"S";4;528;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORTRHLLKSCDEFKID00196701";1;1;2006;2;43;"S";4;528;3;2;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;5;0;0;0
"TQRMNORXXHLLKSCDEFKID00177695";1;1;2006;2;43;"S";4;528;2;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1500;"7";"7";"7";"6";NA;"7";750;"8";"8";"8";"8";NA;"8";456;1;2;98;0;0;0
"TQRMNOSXSHLLKSCDEFKID00177697";2;1;2006;2;43;"S";4;528;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;1500;"7";"7";"7";"6";NA;"7";375;"5";"5";"5";"5";NA;"5";823;1;2;3;4;0;0
"TQRMNOPRXHLNKPCDEFKID00177754";1;1;2006;2;43;"S";4;420;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1100;"5";"6";"5";"5";NA;"5";366.67;"5";"5";"5";"4";NA;"5";497;2;0;1;0;0;0
"TQRMNORTPHLNKPCDEFKID00177759";1;1;2006;2;43;"S";4;420;4;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800;"4";"4";"4";"3";NA;"3";400;"5";"6";"5";"5";NA;"5";532;2;0;1;0;0;0
"TQRMNORXVHLNKPCDEFKID00177760";1;1;2006;2;43;"S";4;420;2;1;6;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;890;"4";"5";"4";"4";NA;"4";445;"6";"6";"6";"6";NA;"6";564;1;0;98;0;0;0
"TQRMNOSQSHLNKPCDEFKID00177761";1;1;2006;2;43;"S";4;420;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;1570;"7";"7";"7";"7";NA;"7";261.67;"3";"4";"3";"3";NA;"3";748;1;0;2;3;4;0
"TQRMNOPYXHLNKPCDEFKID00177755";1;1;2006;2;43;"S";4;420;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1350;"6";"7";"6";"6";NA;"6";337.5;"4";"5";"4";"4";NA;"4";719;2;0;1;0;0;0
"TQRMNOPVTHLNKPCDEFKID00196728";1;1;2006;2;43;"S";4;420;1;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;60;"1";"1";"1";"1";NA;"1";30;"1";"1";"1";"1";NA;"1";495;1;0;2;0;0;0
"TQRMNOQTPHLNKPCDEFKID00177756";1;1;2006;2;43;"S";4;420;3;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1980;"8";"8";"8";"8";NA;"8";396;"5";"6";"5";"5";NA;"5";716;2;0;98;0;0;0
"TQRMNOQWUHLNKPCDEFKID00177757";1;1;2006;2;43;"S";4;420;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;6;2;4;1270;"6";"6";"6";"6";NA;"6";211.67;"3";"3";"3";"3";NA;"2";693;2;0;3;0;0;0
"TQRMNOPRRHMNMNCDEFKID00173690";1;1;2006;2;43;"S";4;548;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOPRRHMNMNCDEFKID00173690";2;1;2006;2;43;"S";4;548;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;2;2;450;"2";"2";"2";"2";NA;"2";112.5;"1";"2";"1";"1";NA;"1";530;1;0;98;0;0;0
"TQRMNOSXRHKOLNCDEFKID00219591";1;1;2006;2;43;"S";4;415;4;3;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOSWSHKOLNCDEFKID00219590";1;1;2006;2;43;"S";4;415;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1400;"6";"7";"7";"6";NA;"6";350;"5";"5";"4";"4";NA;"4";674;2;0;98;0;0;0
"TQRMNOQXUHKOLNCDEFKID00219586";1;1;2006;2;43;"S";4;415;1;1;6;2;4;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;3;1;230;"1";"1";"1";"1";NA;"1";57.5;"1";"1";"1";"1";NA;"1";470;1;0;98;0;0;0
"TQSMNOQXUHKOLNCDEFKID00219587";1;1;2006;2;43;"S";4;415;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;1150;"5";"6";"6";"5";NA;"5";191.67;"2";"3";"2";"2";NA;"2";797;2;0;98;0;0;0
"TQRMNOPWXHKOLNCDEFKID00219583";1;1;2006;2;43;"S";4;415;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;4;98;0;0;0
"TQRMNOPTQHKOLNCDEFKID00219582";1;1;2006;2;43;"S";4;415;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;3;0;98;0;0;0
"TQRMNORXUHKOLNCDEFKID00219589";1;1;2006;2;43;"S";4;415;1;1;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;3;0;3;620;"3";"3";"3";"3";NA;"3";206.67;"3";"3";"2";"3";NA;"2";522;1;0;98;0;0;0
"TQRMNORRSHKOLNCDEFKID00219588";1;1;2006;2;43;"S";4;415;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOQUPHKOLNCDEFKID00219585";1;1;2006;2;43;"S";4;415;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;2;98;0;0;0
"TQRMNOQQSHKOLNCDEFKID00219584";1;1;2006;2;43;"S";4;415;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;"5";"5";"5";"5";NA;"5";1000;"9";"9";"9";"9";NA;"9";480;1;0;98;0;0;0
"TQRMNOQQUHMMLRCDEFKID00173636";1;1;2006;2;43;"S";4;527;4;1;6;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;650;"3";"3";"3";"3";NA;"3";650;"7";"8";"8";"7";NA;"8";723;97;0;1;0;0;0
"TQRMNOPWTHMMLRCDEFKID00173635";1;1;2006;2;43;"S";4;527;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;3;0;0;0
"TQRMNOSVRHMMLRCDEFKID00173640";1;1;2006;2;43;"S";4;527;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNOQUSHMMLRCDEFKID00173637";1;1;2006;2;43;"S";4;527;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;900;"4";"5";"4";"4";NA;"4";450;"6";"6";"6";"6";NA;"6";778;1;2;98;0;0;0
"TQRMNOPSPHMMLRCDEFKID00177831";1;1;2006;2;43;"S";4;527;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;1;0;0;0
"TQRMNORRQHMLKPCDEFKID00177825";1;1;2006;2;43;"S";4;471;2;1;3;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;700;"3";"4";"3";"3";NA;"3";700;"8";"8";"8";"8";NA;"8";430;2;0;98;0;0;0
"TQRMNOSPXHMLKPCDEFKID00173601";1;1;2006;2;43;"S";4;471;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1800;"7";"8";"8";"7";NA;"8";900;"9";"9";"9";"9";NA;"9";742;1;2;98;0;0;0
"TQRMNOPWRHMLKPCDEFKID00219399";1;1;2006;2;43;"S";4;471;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;800;"4";"4";"4";"3";NA;"4";400;"5";"6";"5";"5";NA;"5";624;1;2;98;0;0;0
"TQRMNORVVHMLKPCDEFKID00173600";1;1;2006;2;43;"S";4;471;2;1;3;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1590;"7";"7";"7";"7";NA;"7";795;"8";"9";"8";"8";NA;"9";655;2;3;98;0;0;0
