"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH"
"TQRMNOQWRHIPKOCDEGNFJ00198064";1;1;2005;3;44;"N";0;270;2;1;3;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;6;4;2;970;"5";"6";"3";NA;"6";NA;161.67;"2";"3";"2";NA;"3";NA;269
"TQRMNOQSPHIPKOCDEGNFJ00198063";1;1;2005;3;44;"N";0;270;3;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPXSHIPKOCDEGNFJ00198062";1;1;2005;3;44;"N";0;270;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPTXHIPKOCDEGNFJ00198060";1;1;2005;3;44;"N";0;270;3;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;150;"1";"1";"1";NA;"1";NA;75;"1";"1";"1";NA;"1";NA;255
"TQSMNOPTXHIPKOCDEGNFJ00198061";1;1;2005;3;44;"N";0;270;2;2;6;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOSQUHIMKPCDEGNFJ00179020";1;1;2005;3;44;"N";0;299;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;550;"3";"3";"2";NA;"3";NA;137.5;"2";"2";"1";NA;"3";NA;507
"TQRMNOSPYHINLNCDEGNFJ00155471";1;1;2005;3;44;"N";0;260;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2500;"9";"9";"8";NA;"9";NA;1250;"9";"10";"9";NA;"10";NA;357
"TQRMNOPXVHIMKQCDEGNFJ00198014";1;1;2005;3;44;"N";0;300;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1200;"6";"7";"4";NA;"7";NA;300;"4";"5";"3";NA;"5";NA;270
"TQRMNORPUHIMKQCDEGNFJ00198015";1;1;2005;3;44;"N";0;300;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2650;"9";"10";"8";NA;"10";NA;1325;"10";"10";"9";NA;"10";NA;479
"TQRMNOUVXHIMKQCDEGNFJ00198018";1;1;2005;3;44;"N";0;300;3;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;"00";"00";"00";NA;"00";NA;0;"00";"00";"00";NA;"00";NA;431
"TQRMNORRRHIOKQCDEGNFJ00148042";1;1;2005;3;44;"N";0;236;1;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;650;"3";"4";"2";NA;"4";NA;108.33;"2";"2";"1";NA;"2";NA;261
"TQRMNOQXTHIOKQCDEGNFJ00148041";2;1;2005;3;44;"N";0;236;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;630;"3";"4";"2";NA;"4";NA;157.5;"2";"3";"2";NA;"3";NA;149
"TQRMNOQTPHIOKQCDEGNFJ00198053";1;1;2005;3;44;"N";0;236;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1700;"8";"8";"6";NA;"8";NA;1700;"10";"10";"10";NA;"10";NA;254
"TQRMNOPYPHIOKQCDEGNFJ00148040";1;1;2005;3;44;"N";0;236;2;2;6;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;350;"2";"2";"1";NA;"2";NA;87.5;"1";"1";"1";NA;"2";NA;248
"TQRMNOTQVHIKKSCDEGNFJ00179012";1;1;2005;3;44;"N";0;373;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1000;"5";"6";"4";NA;"6";NA;1000;"9";"10";"8";NA;"10";NA;549
"TQRMNOQPSHIMKPCDEGNFJ00179018";1;1;2005;3;44;"N";0;299;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1050;"5";"6";"4";NA;"6";NA;1050;"9";"10";"8";NA;"10";NA;383
"TQRMNOQXWHINLNCDEGNFJ00151524";1;1;2005;3;44;"N";0;260;1;1;7;3;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"1";"1";NA;"2";NA;300;"4";"5";"3";NA;"6";NA;334
"TQRMNOSPTHINLNCDEGNFJ00151525";1;1;2005;3;44;"N";0;260;1;1;6;1;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;200;"1";"1";"1";NA;"1";NA;100;"1";"2";"1";NA;"2";NA;400
"TQRMNOSQSHINLNCDEGNFJ00155472";1;1;2005;3;44;"N";0;260;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1400;"7";"7";"5";NA;"7";NA;1400;"10";"10";"9";NA;"10";NA;336
"TQRMNOPTWHIOKPCDEGNFJ00198048";1;1;2005;3;44;"N";0;295;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;"2";"2";"1";NA;"2";NA;400;"6";"6";"4";NA;"7";NA;345
"TQRMNOQVVHIOKPCDEGNFJ00198050";1;1;2005;3;44;"N";0;295;3;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;450;"2";"2";"2";NA;"3";NA;225;"3";"4";"3";NA;"4";NA;269
"TQRMNORRSHIOKPCDEGNFJ00198051";1;1;2005;3;44;"N";0;295;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150;"1";"1";"1";NA;"1";NA;150;"2";"3";"1";NA;"3";NA;230
"TQRMNORQRHIPKRCDEGNFJ00179060";1;1;2005;3;44;"N";0;419;4;3;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;1050;"5";"6";"4";NA;"6";NA;131.25;"2";"2";"1";NA;"3";NA;805
"TQRMNOUUTHIPKRCDEGNFJ00179062";1;1;2005;3;44;"N";0;419;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;230;"1";"1";"1";NA;"1";NA;76.67;"1";"1";"1";NA;"1";NA;403
"TQRMNOSSTHIPKRCDEGNFJ00179061";1;1;2005;3;44;"N";0;419;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1600;"7";"8";"6";NA;"8";NA;400;"6";"6";"5";NA;"7";NA;779
"TQRMNOPWRHIPKRCDEGNFJ00179059";1;1;2005;3;44;"N";0;419;3;2;1;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;665;"3";"4";"2";NA;"4";NA;332.5;"5";"5";"4";NA;"6";NA;465
"TQRMNOPYPHIPKPCDEGNFJ00148054";1;1;2005;3;44;"N";0;124;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;5;3;2;900;"5";"5";"3";NA;"5";NA;180;"3";"3";"2";NA;"4";NA;139
"TQRMNOPTTHIPKPCDEGNFJ00148052";1;1;2005;3;44;"N";0;124;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;750;"4";"4";"3";NA;"5";NA;187.5;"3";"3";"2";NA;"4";NA;231
"TQRMNOPVPHIPKPCDEGNFJ00148053";1;1;2005;3;44;"N";0;124;4;2;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPRUHIPKPCDEGNFJ00148051";1;1;2005;3;44;"N";0;124;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"1";"1";NA;"1";NA;300;"4";"5";"3";NA;"5";NA;175
"TQRMNOPYUHIPKPCDEGNFJ00148055";1;1;2005;3;44;"N";0;124;2;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0;2;200;"1";"1";"1";NA;"1";NA;100;"1";"2";"1";NA;"2";NA;120
"TQRMNORUPHIOKSCDEGNFJ00198054";1;1;2005;3;44;"N";0;261;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1550;"7";"8";"5";NA;"8";NA;387.5;"6";"6";"4";NA;"7";NA;293
"TQRMNOSYRHIOKSCDEGNFJ00179054";1;1;2005;3;44;"N";0;261;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1050;"5";"6";"4";NA;"6";NA;525;"7";"8";"6";NA;"8";NA;285
"TQRMNOTRSHIOKSCDEGNFJ00179055";1;1;2005;3;44;"N";0;261;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;400;"2";"2";"1";NA;"2";NA;200;"3";"3";"2";NA;"4";NA;322
"TQRMNORYRHINKUCDEGNFJ00179043";1;1;2005;3;44;"N";0;251;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOSVWHINKUCDEGNFJ00179044";1;1;2005;3;44;"N";0;251;5;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1800;"8";"8";"6";NA;"8";NA;600;"8";"8";"6";NA;"8";NA;512
"TQRMNOQQWHINKUCDEGNFJ00179042";1;1;2005;3;44;"N";0;251;4;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPYWHIOKRCDEGNFJ00151534";1;1;2005;3;44;"N";0;254;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;250;"1";"1";"1";NA;"1";NA;250;"4";"4";"3";NA;"5";NA;197
"TQRMNOSVWHIOKRCDEGNFJ00151536";1;1;2005;3;44;"N";0;254;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORRQHIOKRCDEGNFJ00151535";1;1;2005;3;44;"N";0;254;6;5;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;0;8;2580;"9";"9";"8";NA;"9";NA;322.5;"5";"5";"4";NA;"6";NA;515
"TQRMNOPRSHIOKRCDEGNFJ00155481";1;1;2005;3;44;"N";0;254;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;700;"4";"4";"2";NA;"4";NA;350;"5";"6";"4";NA;"6";NA;186
"TQRMNOPRXHIKKMCDEGNFJ00151479";1;1;2005;3;44;"N";0;222;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPPTHIKKMCDEGNFJ00147976";1;1;2005;3;44;"N";0;222;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;5456;"10";"10";"10";NA;"10";NA;1364;"10";"10";"9";NA;"10";NA;364
"TQRMNOQQRHIKKMCDEGNFJ00147978";1;1;2005;3;44;"N";0;222;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPURHIKKMCDEGNFJ00147977";1;1;2005;3;44;"N";0;222;6;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQSMNOPSQHINLNCDEGNFJ00198041";1;1;2005;3;44;"N";0;260;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOQUVHIKKMCDEGNFJ00198003";1;1;2005;3;44;"N";0;222;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOSUWHIMKQCDEGNFJ00198016";1;1;2005;3;44;"N";0;300;2;2;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;700;"4";"4";"3";NA;"4";NA;175;"3";"3";"2";NA;"4";NA;446
"TQRMNOQPPHIOKPCDEGNFJ00198049";1;1;2005;3;44;"N";0;295;2;2;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOQPPHIOKPCDEGNFJ00198049";2;1;2005;3;44;"N";0;295;1;1;6;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORYYHIOKPCDEGNFJ00198052";1;1;2005;3;44;"N";0;295;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;0;8;2250;"9";"9";"7";NA;"9";NA;281.25;"4";"5";"3";NA;"5";NA;493
"TQRMNOTUWHIMKQCDEGNFJ00198017";1;1;2005;3;44;"N";0;300;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;150;"1";"1";"1";NA;"1";NA;25;"1";"1";"1";NA;"1";NA;434
"TQRMNOSUXHIMKPCDEGNFJ00179021";1;1;2005;3;44;"N";0;299;3;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;600;"3";"4";"2";NA;"4";NA;150;"2";"3";"2";NA;"3";NA;390
"TQRMNOPQYHIKKRCDEGNFJ00151485";1;1;2005;3;44;"N";0;327;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPUPHIKKRCDEGNFJ00155430";1;1;2005;3;44;"N";0;327;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPWSHIMLQCDEGNFJ00198028";1;1;2005;3;44;"N";0;321;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;1;3;3450;"10";"10";"9";NA;"10";NA;862.5;"9";"9";"8";NA;"9";NA;325
"TQRMNORSVHIMLQCDEGNFJ00151510";1;1;2005;3;44;"N";0;321;4;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;0;2;750;"4";"4";"3";NA;"5";NA;375;"5";"6";"4";NA;"6";NA;450
"TQRMNORYWHIMLQCDEGNFJ00151511";1;1;2005;3;44;"N";0;321;5;3;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOSQPHIMLQCDEGNFJ00151512";1;1;2005;3;44;"N";0;321;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;3150;"10";"10";"8";NA;"10";NA;787.5;"8";"9";"7";NA;"9";NA;396
"TQRMNOPUVHIMLOCDEGNFJ00198025";1;1;2005;3;44;"N";0;435;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;250;"1";"1";"1";NA;"1";NA;83.33;"1";"1";"1";NA;"2";NA;529
"TQRMNOQURHIKKRCDEGNFJ00151486";1;1;2005;3;44;"N";0;327;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOQYVHIKKRCDEGNFJ00155431";1;1;2005;3;44;"N";0;327;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORSXHIKKRCDEGNFJ00151487";1;1;2005;3;44;"N";0;327;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNORYYHLMKTCDEHLEH00198518";1;1;2005;3;40;"N";0;187;1;1;1;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;150;"1";"1";"1";NA;"1";NA;75;"1";"1";"2";NA;"1";NA;189
"TQRMNOPSSHLMKTCDEHLEH00179522";1;1;2005;3;40;"N";0;187;3;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;7;1;6;460;"2";"3";"3";NA;"3";NA;65.71;"1";"1";"1";NA;"1";NA;189
"TQRMNORQTHLMKTCDEHLEH00179524";1;1;2005;3;40;"N";0;187;1;1;1;2;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;170;"1";"1";"1";NA;"1";NA;85;"1";"1";"2";NA;"2";NA;206
"TQRMNOPYVHKLKPCDEHLEH00151984";1;1;2005;3;40;"N";0;170;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;0;1;305;"1";"2";"2";NA;"2";NA;305;"5";"5";"6";NA;"6";NA;195
"TQRMNOPQXHKLKPCDEHLEH00151982";1;1;2005;3;40;"N";0;170;3;2;6;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;150;"1";"1";"1";NA;"1";NA;50;"1";"1";"1";NA;"1";NA;186
"TQRMNOQSWHKLKPCDEHLEH00151985";1;1;2005;3;40;"N";0;170;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;2;4;3960;"10";"10";"10";NA;"10";NA;660;"8";"8";"9";NA;"9";NA;184
"TQRMNOPVPHKLKPCDEHLEH00151983";1;1;2005;3;40;"N";0;170;5;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;1;4;2114;"9";"9";"9";NA;"9";NA;422.8;"6";"6";"8";NA;"7";NA;202
"TQRMNOQYSHJLKSCDEHLEH00147543";1;1;2005;3;40;"N";0;156;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;2;2;3;0;3;1677;"8";"8";"8";NA;"8";NA;559;"7";"8";"9";NA;"8";NA;190
"TQRMNOPVWHJLKSCDEHLEH00147542";1;1;2005;3;40;"N";0;156;7;2;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;3500;"10";"10";"10";NA;"10";NA;1166.67;"9";"10";"10";NA;"10";NA;181
"TQRMNOPPSHJLKSCDEHLEH00147541";1;1;2005;3;40;"N";0;156;5;3;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1425;"7";"7";"8";NA;"7";NA;712.5;"8";"9";"9";NA;"9";NA;181
"TQRMNORUVHJLKSCDEHLEH00147544";1;1;2005;3;40;"N";0;156;6;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";NA;"12";NA;0;"12";"12";"12";NA;"12";NA;0
"TQRMNOPWTHKMLQCDEHLEH00152004";1;1;2005;3;40;"N";0;167;1;1;6;3;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;6;4;2;750;"4";"4";"5";NA;"5";NA;125;"2";"2";"3";NA;"2";NA;147
"TQRMNOPSXHKMLQCDEHLEH00152003";1;1;2005;3;40;"N";0;167;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;230;"1";"1";"1";NA;"1";NA;230;"3";"4";"5";NA;"4";NA;174
"TQRMNOQVPHKMLQCDEHLEH00152006";1;1;2005;3;40;"N";0;167;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;4;2;2;975;"5";"6";"6";NA;"6";NA;243.75;"4";"4";"5";NA;"5";NA;180
