"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH"
"TQRMNORVVHIMMTCDEFIAH00173389";1;1;2005;1;43;"S";2;358;2;1;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1180;"7";"7";"7";"6";NA;"6";590;"8";"8";"8";"8";NA;"7";507
"TQRMNOPSXHIKKQCDEFIAH00153748";1;1;2005;1;43;"S";2;541;4;1;6;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2350;"9";"9";"10";"9";NA;"9";1175;"10";"10";"10";"10";NA;"10";576
"TQRMNORTYHIKKQCDEFIAH00153751";1;1;2005;1;43;"S";2;541;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;13490;"10";"10";"10";"10";NA;"10";6745;"10";"10";"10";"10";NA;"10";857
"TQRMNOTVVHIKKQCDEFIAH00153752";1;1;2005;1;43;"S";2;541;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;2400;"9";"10";"10";"9";NA;"9";1200;"10";"10";"10";"10";NA;"10";857
"TQRMNORPRHIKKQCDEFIAH00153750";1;1;2005;1;43;"S";2;541;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;1920;"9";"9";"9";"9";NA;"8";640;"8";"9";"8";"8";NA;"8";748
"TQRMNOPYPHIKKQCDEFIAH00153749";1;1;2005;1;43;"S";2;541;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;840;"5";"5";"5";"5";NA;"5";210;"4";"4";"4";"3";NA;"3";869
"TQRMNORUUHILKRCDEFIAH00000965";1;1;2005;1;43;"S";2;296;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;380;"2";"2";"2";"2";NA;"2";190;"3";"4";"3";"3";NA;"2";429
"TQRMNOQYWHILKRCDEFIAH00000964";1;1;2005;1;43;"S";2;296;4;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOTYVHILKRCDEFIAH00000968";2;1;2005;1;43;"S";2;296;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOUQXHILKRCDEFIAH00020588";1;1;2005;1;43;"S";2;296;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;600;"3";"4";"3";"3";NA;"3";600;"8";"8";"8";"8";NA;"7";377
"TQRMNOPSRHILKRCDEFIAH00000961";1;1;2005;1;43;"S";2;296;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPWXHILKRCDEFIAH00000962";1;1;2005;1;43;"S";2;296;3;1;6;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;"2";"2";"2";"2";NA;"2";400;"6";"7";"6";"6";NA;"6";328
"TQRMNOWUUHINLSCDEFIAH00153899";1;1;2005;1;43;"S";2;639;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;600;"3";"4";"4";"3";NA;"3";200;"3";"4";"3";"3";NA;"3";811
"TQTMNOWUUHINLSCDEFIAH00173429";1;1;2005;1;43;"S";2;639;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;750;"4";"5";"5";"4";NA;"4";250;"4";"5";"4";"4";NA;"4";555
"TQRMNOPUYHINLSCDEFIAH00153892";1;1;2005;1;43;"S";2;639;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOVQYHINLSCDEFIAH00153897";1;1;2005;1;43;"S";2;639;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOWTPHINLSCDEFIAH00153898";1;1;2005;1;43;"S";2;639;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1780;"8";"9";"9";"8";NA;"8";890;"9";"10";"9";"9";NA;"9";653
"TQRMNORPXHINLSCDEFIAH00153893";1;1;2005;1;43;"S";2;639;3;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;375;"2";"2";"2";"2";NA;"2";375;"6";"7";"6";"6";NA;"6";662
"TQRMNOXQWHINLSCDEFIAH00153900";1;1;2005;1;43;"S";2;639;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;8;6;2;500;"3";"3";"3";"3";NA;"2";62.5;"1";"1";"1";"1";NA;"1";527
"TQRMNOXUYHINLSCDEFIAH00153901";1;1;2005;1;43;"S";2;639;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;4;2;2;780;"5";"5";"5";"4";NA;"4";195;"3";"4";"3";"3";NA;"2";665
"TQRMNOSYXHINLSCDEFIAH00153895";1;1;2005;1;43;"S";2;639;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1350;"7";"8";"8";"7";NA;"7";450;"7";"7";"7";"7";NA;"6";894
"TQRMNOTSVHILMOCDEFIAH00173332";1;1;2005;1;43;"S";2;720;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;2450;"9";"10";"10";"9";NA;"9";490;"7";"8";"7";"7";NA;"7";1207
"TQRMNOQUPHILMOCDEFIAH00173330";1;1;2005;1;43;"S";2;720;4;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;1;1;2;2;2;2;0;2;8000;"10";"10";"10";"10";NA;"10";4000;"10";"10";"10";"10";NA;"10";1169
"TQRMNOQUPHILMOCDEFIAH00173330";2;1;2005;1;43;"S";2;720;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;800;"5";"5";"5";"5";NA;"5";800;"9";"9";"9";"9";NA;"9";997
"TQSMNOQUPHILMOCDEFIAH00173331";1;1;2005;1;43;"S";2;720;2;1;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600;"3";"4";"4";"3";NA;"3";600;"8";"9";"8";"8";NA;"8";997
"TQRMNOTTSHILLOCDEFIAH00020610";1;1;2005;1;43;"S";2;339;2;1;3;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;950;"6";"6";"6";"5";NA;"6";950;"9";"10";"10";"9";NA;"9";367
"TQRMNOPVWHIMKMCDEFIAH00020653";2;1;2005;1;43;"S";2;249;4;1;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;1960;"9";"9";"9";"9";NA;"9";980;"9";"10";"10";"9";NA;"9";322
"TQRMNOSQXHIMKMCDEFIAH00144938";1;1;2005;1;43;"S";2;249;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOQUVHIMKMCDEFIAH00020654";1;1;2005;1;43;"S";2;249;2;2;6;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;750;"4";"5";"5";"4";NA;"4";250;"4";"5";"4";"4";NA;"4";368
"TQRMNORQYHIMKMCDEFIAH00020655";1;1;2005;1;43;"S";2;249;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1420;"7";"8";"8";"7";NA;"7";710;"9";"9";"9";"8";NA;"8";390
"TQRMNOPPWHIMKMCDEFIAH00020651";1;1;2005;1;43;"S";2;249;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPQVHIKLSCDEFIAH00153767";1;1;2005;1;43;"S";2;566;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOUXUHILMOCDEFIAH00173335";1;1;2005;1;43;"S";2;720;2;1;1;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;500;"3";"3";"3";"3";NA;"2";166.67;"3";"3";"3";"3";NA;"2";1259
"TQRMNOUUVHILMOCDEFIAH00173334";1;1;2005;1;43;"S";2;720;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;0;5;1750;"8";"9";"9";"8";NA;"8";350;"6";"6";"6";"6";NA;"5";1296
"TQRMNOUQTHILMOCDEFIAH00173333";1;1;2005;1;43;"S";2;720;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOUPSHIKLQCDEFIAH00000923";1;1;2005;1;43;"S";2;477;2;1;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;700;"4";"5";"4";"4";NA;"4";700;"8";"9";"9";"8";NA;"8";544
"TQRMNOUWTHIKLQCDEFIAH00000924";1;1;2005;1;43;"S";2;477;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNORPWHIMMRCDEFIAH00001235";1;1;2005;1;43;"S";2;411;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOSYRHIMMRCDEFIAH00001236";1;1;2005;1;43;"S";2;411;2;2;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOUYXHIMMRCDEFIAH00153858";1;1;2005;1;43;"S";2;411;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOUSRHIMMRCDEFIAH00001238";1;1;2005;1;43;"S";2;411;3;3;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1380;"7";"8";"8";"7";NA;"7";460;"7";"7";"7";"7";NA;"6";747
"TQRMNOTTVHIMMRCDEFIAH00001237";1;1;2005;1;43;"S";2;411;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPSRHIMMRCDEFIAH00001232";1;1;2005;1;43;"S";2;411;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;3900;"10";"10";"10";"10";NA;"10";1950;"10";"10";"10";"10";NA;"10";622
"TQRMNOTPXHILMMCDEFIAH00020637";1;1;2005;1;43;"S";2;271;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNORVVHILMMCDEFIAH00020634";1;1;2005;1;43;"S";2;271;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1100;"6";"7";"7";"6";NA;"6";550;"8";"8";"8";"7";NA;"7";428
"TQRMNORQVHILMMCDEFIAH00020633";1;1;2005;1;43;"S";2;271;3;1;8;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;260;"1";"1";"1";"1";NA;"1";260;"4";"5";"4";"4";NA;"4";300
"TQRMNOPRRHILMMCDEFIAH00020631";1;1;2005;1;43;"S";2;271;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1040;"6";"7";"6";"6";NA;"6";520;"7";"8";"8";"7";NA;"7";498
"TQRMNOQPUHIMLOCDEFIAH00020692";1;1;2005;1;43;"S";2;354;3;2;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;4;2;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOSTPHIMLOCDEFIAH00144959";1;1;2005;1;43;"S";2;354;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPPQHILKSCDEFIAH00173308";1;1;2005;1;43;"S";2;328;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1000;"6";"6";"6";"6";NA;"6";333.33;"6";"6";"6";"5";NA;"5";555
"TQRMNOPXVHILKSCDEFIAH00173310";1;1;2005;1;43;"S";2;328;3;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;750;"4";"5";"5";"4";NA;"4";375;"6";"7";"6";"6";NA;"5";447
"TQRMNOPYXHILKSCDEFIAH00173311";1;1;2005;1;43;"S";2;328;4;3;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;4;0;4;1600;"8";"8";"8";"8";NA;"8";400;"6";"7";"6";"6";NA;"6";426
"TQRMNOPPUHILKSCDEFIAH00173309";1;1;2005;1;43;"S";2;328;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;0;1;758;"5";"5";"5";"4";NA;"4";758;"9";"9";"9";"9";NA;"9";422
"TQRMNOQSXHILKSCDEFIAH00173312";1;1;2005;1;43;"S";2;328;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;2250;"9";"9";"9";"9";NA;"9";750;"9";"9";"9";"8";NA;"8";542
"TQRMNORSTHILKSCDEFIAH00173314";1;1;2005;1;43;"S";2;328;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPYRHINLMCDEFIAH00001335";1;1;2005;1;43;"S";2;366;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1650;"8";"8";"8";"8";NA;"8";412.5;"7";"7";"7";"6";NA;"6";538
"TQRMNORUYHINLMCDEFIAH00001337";1;1;2005;1;43;"S";2;366;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1350;"7";"8";"8";"7";NA;"7";450;"7";"7";"7";"7";NA;"6";463
"TQRMNOSXRHINLMCDEFIAH00001340";1;1;2005;1;43;"S";2;366;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1240;"7";"7";"7";"7";NA;"7";620;"8";"9";"8";"8";NA;"8";521
"TQRMNOPUQHINLMCDEFIAH00001334";1;1;2005;1;43;"S";2;366;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900;"5";"6";"6";"5";NA;"5";900;"9";"10";"9";"9";NA;"9";425
"TQRMNOTTRHINLMCDEFIAH00001341";1;1;2005;1;43;"S";2;366;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;150;"1";"1";"1";"1";NA;"1";37.5;"1";"1";"1";"1";NA;"1";474
"TQRMNOQYVHINLMCDEFIAH00001336";1;1;2005;1;43;"S";2;366;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"00";"00";"00";"00";NA;"00";0;"00";"00";"00";"00";NA;"00";444
"TQRMNOPPYHINLMCDEFIAH00001333";1;1;2005;1;43;"S";2;366;3;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;240;"1";"1";"1";"1";NA;"1";120;"2";"2";"2";"2";NA;"1";399
"TQRMNORYSHINLMCDEFIAH00001338";1;1;2005;1;43;"S";2;366;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;2650;"10";"10";"10";"9";NA;"9";883.33;"9";"9";"9";"9";NA;"9";529
"TQRMNORWXHIMKOCDEFIAH00173347";1;1;2005;1;43;"S";2;289;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOSSXHIMKOCDEFIAH00173349";1;1;2005;1;43;"S";2;289;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;2200;"9";"9";"9";"9";NA;"9";550;"8";"8";"8";"7";NA;"7";415
"TQRMNORSPHIMKOCDEFIAH00173346";1;1;2005;1;43;"S";2;289;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOQSQHIMKOCDEFIAH00173344";1;1;2005;1;43;"S";2;289;2;1;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPWQHIMKOCDEFIAH00173343";1;1;2005;1;43;"S";2;289;3;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOPSXHIMKOCDEFIAH00173342";1;1;2005;1;43;"S";2;289;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;800;"5";"5";"5";"5";NA;"5";200;"3";"4";"3";"3";NA;"3";466
"TQRMNOSPRHIMKOCDEFIAH00173348";1;1;2005;1;43;"S";2;289;3;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOQYRHIMKOCDEFIAH00173345";1;1;2005;1;43;"S";2;289;2;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;1;2;300;"1";"2";"1";"1";NA;"1";100;"2";"2";"1";"1";NA;"1";375
"TQRMNOPSYHIKKRCDEFIAH00020533";1;1;2005;1;43;"S";2;370;3;2;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;2050;"9";"9";"9";"9";NA;"9";683.33;"8";"9";"9";"8";NA;"8";596
"TQRMNOSSUHILKRCDEFIAH00000966";1;1;2005;1;43;"S";2;296;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;1600;"8";"8";"8";"8";NA;"8";800;"9";"9";"9";"9";NA;"9";510
"TQRMNOTRXHILKRCDEFIAH00153783";1;1;2005;1;43;"S";2;296;3;2;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOUQQHIKKQCDEFIAH00153753";1;1;2005;1;43;"S";2;541;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNORVYHINKRCDEFIAH00020761";1;1;2005;1;43;"S";2;326;4;3;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
"TQRMNOTYVHINKRCDEFIAH00173411";1;1;2005;1;43;"S";2;326;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1250;"7";"7";"7";"7";NA;"7";625;"8";"9";"8";"8";NA;"8";324
"TQSMNOQSUHIMMTCDEFIAH00173387";1;1;2005;1;43;"S";2;358;4;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0
