"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCF_R";"DECIF_R";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNORYVHJKLOCDEGGFB00147627";1;2004;2;42;"S";10;348;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;0
"TQRMNOPRWHJKLOCDEGGFB00147619";1;2004;2;42;"S";10;348;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOPTWHJKLOCDEGGFB00147620";1;2004;2;42;"S";10;348;614;"2";"4";1;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;600;100
"TQRMNOPYQHJKLOCDEGGFB00147621";1;2004;2;42;"S";10;348;0;"12";"12";1;4;4;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQSUHJKLOCDEGGFB00147622";1;2004;2;42;"S";10;348;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOQVTHJKLOCDEGGFB00147623";1;2004;2;42;"S";10;348;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;0;0
"TQRMNOQYVHJKLOCDEGGFB00147624";1;2004;2;42;"S";10;348;741;"8";"9";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1850;462.5
"TQRMNOQQUHLOLLCDEGGFB00147811";2;2004;2;42;"S";10;304;338;"7";"7";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;3;0;3;1030;343.33
"TQRMNOQXYHLOLLCDEGGFB00017771";1;2004;2;42;"S";10;304;322;"6";"2";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;300
"TQRMNORRRHLOLLCDEGGFB00017772";1;2004;2;42;"S";10;304;512;"5";"7";1;4;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1050;262.5
"TQRMNORUPHLOLLCDEGGFB00017773";1;2004;2;42;"S";10;304;418;"4";"6";1;2;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;770;192.5
"TQRMNOSQSHLOLLCDEGGFB00017775";1;2004;2;42;"S";10;304;328;"1";"2";1;1;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;350;70
"TQSMNOSQSHLOLLCDEGGFB00017776";1;2004;2;42;"S";10;304;357;"00";"00";1;1;1;1;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;0;0
"TQTMNOSQSHLOLLCDEGGFB00017777";1;2004;2;42;"S";10;304;331;"2";"3";1;1;1;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;450;90
"TQRMNOSTWHLOLLCDEGGFB00017778";1;2004;2;42;"S";10;304;332;"1";"1";1;1;1;6;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;150;75
"TQRMNOSUUHLOLLCDEGGFB00017779";2;2004;2;42;"S";10;304;409;"7";"5";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;740;370
"TQRMNORXPHLOLLCDEGGFB00017774";1;2004;2;42;"S";10;304;483;"2";"4";1;3;3;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;600;100
"TQRMNOPXUHJNKQCDEGGFB00147702";1;2004;2;42;"S";10;332;413;"8";"3";1;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;474;474
"TQRMNOQRPHJNKQCDEGGFB00147703";1;2004;2;42;"S";10;332;445;"3";"2";1;4;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;300;150
"TQRMNOSTYHJNKQCDEGGFB00147706";1;2004;2;42;"S";10;332;0;"12";"12";1;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOSUPHJNKQCDEGGFB00147707";1;2004;2;42;"S";10;332;0;"12";"12";1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOSURHJNKQCDEGGFB00147708";1;2004;2;42;"S";10;332;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;0
"TQRMNOSVVHJNKQCDEGGFB00147709";1;2004;2;42;"S";10;332;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOPRVHKMMOCDEGGFB00024467";1;2004;2;42;"S";10;317;464;"6";"4";1;4;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600;300
"TQRMNOSVRHKMMOCDEGGFB00024475";1;2004;2;42;"S";10;317;0;"12";"12";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORSRHJKLOCDEGGFB00147625";1;2004;2;42;"S";10;348;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNORVSHJKLOCDEGGFB00147626";1;2004;2;42;"S";10;348;0;"12";"12";1;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNOSSPHJKLOCDEGGFB00147628";1;2004;2;42;"S";10;348;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;0
"TQRMNOQWWHKPKOCDEGGFB00024542";1;2004;2;42;"S";10;362;330;"6";"4";1;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;550;275
"TQRMNORYTHKPKOCDEGGFB00024545";1;2004;2;42;"S";10;362;315;"2";"4";1;1;1;2;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;530;106
"TQRMNOPQTHKPKOCDEGGFB00024537";1;2004;2;42;"S";10;362;270;"1";"1";1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;150;30
"TQRMNOQRVHKPKOCDEGGFB00024540";1;2004;2;42;"S";10;362;0;"12";"12";1;1;1;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;0;0
"TQSMNOQRVHKPKOCDEGGFB00024541";1;2004;2;42;"S";10;362;350;"1";"1";1;1;1;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;150;75
"TQRMNOQWXHKMMOCDEGGFB00024470";1;2004;2;42;"S";10;317;0;"12";"12";1;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPVVHKMMOCDEGGFB00024468";1;2004;2;42;"S";10;317;442;"2";"3";1;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;500;125
"TQRMNOSSQHKMMOCDEGGFB00024473";1;2004;2;42;"S";10;317;484;"4";"8";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;6;1;5;1240;206.67
"TQRMNORYPHKMMOCDEGGFB00147788";1;2004;2;42;"S";10;317;480;"7";"5";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;700;350
"TQRMNOQPRHKMMOCDEGGFB00024469";1;2004;2;42;"S";10;317;545;"6";"8";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1200;300
"TQRMNORQUHKMMOCDEGGFB00024471";1;2004;2;42;"S";10;317;521;"9";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2800;700
"TQRMNORUQHKMMOCDEGGFB00024472";1;2004;2;42;"S";10;317;557;"7";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;2440;406.67
"TQRMNORPTHJMKRCDEGGFB00147661";1;2004;2;42;"S";10;294;464;"5";"6";1;4;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;917;229.25
"TQRMNOPUWHJMKRCDEGGFB00147658";1;2004;2;42;"S";10;294;407;"9";"8";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1300;650
"TQRMNOPTXHJMKRCDEGGFB00147657";1;2004;2;42;"S";10;294;453;"5";"6";1;5;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;800;266.67
"TQRMNOQRSHJMKRCDEGGFB00147660";1;2004;2;42;"S";10;294;350;"4";"2";1;3;2;3;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;350;175
"TQRMNOPPVHMKKRCDEGGFB00024567";1;2004;2;42;"S";10;392;0;"12";"12";1;3;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;0;0
"TQRMNOQRUHMKKRCDEGGFB00024569";1;2004;2;42;"S";10;392;639;"8";"7";1;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1000;500
"TQRMNORSXHMKKRCDEGGFB00024570";1;2004;2;42;"S";10;392;0;"12";"12";1;3;2;8;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPQUHLOKNCDEGGFB00017752";1;2004;2;42;"S";10;295;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPXPHLOKNCDEGGFB00017753";1;2004;2;42;"S";10;295;0;"12";"12";1;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOQQSHLOKNCDEGGFB00147810";1;2004;2;42;"S";10;295;351;"3";"6";1;3;2;3;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;6;1;5;890;148.33
"TQRMNORTQHKPKOCDEGGFB00024544";1;2004;2;42;"S";10;362;478;"1";"2";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;270;54
"TQRMNORQSHKPKOCDEGGFB00024543";1;2004;2;42;"S";10;362;329;"2";"2";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;350;116.67
"TQRMNOPUWHMOLOCDEGGFB00024708";1;2004;2;42;"S";10;382;482;"4";"2";1;3;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;366;183
"TQRMNOQRTHMOLOCDEGGFB00024709";1;2004;2;42;"S";10;382;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQWQHMOLOCDEGGFB00147819";3;2004;2;42;"S";10;382;0;"12";"12";1;2;2;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOQYXHMOLOCDEGGFB00024711";1;2004;2;42;"S";10;382;0;"12";"12";1;4;3;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;0
"TQRMNOSTUHMOLOCDEGGFB00024712";1;2004;2;42;"S";10;382;0;"12";"12";1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNOPRQHJMLTCDEGGFB00147672";1;2004;2;42;"S";10;306;392;"9";"9";1;5;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;1645;822.5
"TQRMNOPTVHJMLTCDEGGFB00147673";1;2004;2;42;"S";10;306;304;"4";"4";1;4;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;530;176.67
"TQRMNOPVYHJMLTCDEGGFB00147674";1;2004;2;42;"S";10;306;419;"2";"1";1;5;2;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;162;81
"TQRMNOPYVHJMLTCDEGGFB00147675";1;2004;2;42;"S";10;306;380;"10";"8";1;5;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1400;1400
"TQRMNOPYVHJMLTCDEGGFB00147675";2;2004;2;42;"S";10;306;343;"7";"3";1;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;400
"TQRMNOQWQHJMLTCDEGGFB00147678";1;2004;2;42;"S";10;306;433;"5";"5";1;3;2;6;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;680;226.67
"TQRMNOQRSHJMLTCDEGGFB00147676";1;2004;2;42;"S";10;306;427;"4";"4";1;4;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;550;183.33
"TQRMNOQTTHJMLTCDEGGFB00147677";1;2004;2;42;"S";10;306;0;"12";"12";1;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNORRSHJMLTCDEGGFB00147680";1;2004;2;42;"S";10;306;473;"3";"3";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;500;166.67
"TQRMNORTQHJMLTCDEGGFB00147681";1;2004;2;42;"S";10;306;0;"12";"12";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;4;1;3;0;0
"TQRMNOPQXHMNLOCDEGGFB00024663";1;2004;2;42;"S";10;449;793;"9";"9";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;2;2200;733.33
"TQRMNOPWTHMNLOCDEGGFB00024664";1;2004;2;42;"S";10;449;898;"2";"3";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;440;110
"TQRMNOQPXHMNLOCDEGGFB00024665";1;2004;2;42;"S";10;449;546;"7";"3";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;400
"TQRMNORRXHMNLOCDEGGFB00024666";1;2004;2;42;"S";10;449;632;"5";"1";1;6;5;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;240;240
"TQRMNORSSHMNLOCDEGGFB00024667";1;2004;2;42;"S";10;449;735;"4";"6";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;790;197.5
"TQRMNORXTHMNLOCDEGGFB00024668";1;2004;2;42;"S";10;449;687;"4";"6";1;4;3;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;5;3;2;900;180
"TQRMNOSQSHMNLOCDEGGFB00024669";1;2004;2;42;"S";10;449;726;"5";"7";1;5;4;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;1;4;1100;220
"TQRMNOSSSHMNLOCDEGGFB00024670";1;2004;2;42;"S";10;449;647;"9";"8";1;5;2;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;1174;587
"TQRMNOPWXHKMMLCDEGGFB00024459";1;2004;2;42;"S";10;311;349;"8";"4";1;6;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;1;0;1;550;550
"TQRMNOPYSHKMMLCDEGGFB00024460";1;2004;2;42;"S";10;311;334;"6";"2";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280;280
"TQRMNOQQSHKMMLCDEGGFB00024461";1;2004;2;42;"S";10;311;505;"4";"8";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;7;0;7;1380;197.14
"TQRMNOQTQHKMMLCDEGGFB00024462";1;2004;2;42;"S";10;311;585;"7";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;7;1;6;2400;342.86
"TQRMNOSWSHLNKNCDEGGFB00017724";1;2004;2;42;"S";10;378;670;"3";"4";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;600;150
"TQRMNOTQRHLNKNCDEGGFB00017725";1;2004;2;42;"S";10;378;600;"4";"6";1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;835;208.75
"TQSMNOTQRHLNKNCDEGGFB00017726";1;2004;2;42;"S";10;378;571;"2";"3";1;1;1;6;2;3;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;464;116
"TQRMNOSYXHLNKNCDEGGFB00147806";1;2004;2;42;"S";10;378;436;"1";"1";1;1;1;6;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;150;75
"TQRMNOPSRHKOKMCDEGGFB00024505";1;2004;2;42;"S";10;318;354;"4";"4";1;3;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;3;0;3;580;193.33
"TQRMNOPUWHKOKMCDEGGFB00147793";1;2004;2;42;"S";10;318;0;"12";"12";1;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOPXSHKOKMCDEGGFB00024506";1;2004;2;42;"S";10;318;255;"7";"3";1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400;400
"TQRMNOQPXHKOKMCDEGGFB00024507";1;2004;2;42;"S";10;318;368;"2";"1";1;3;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;200;100
"TQRMNOQVRHKOKMCDEGGFB00024508";1;2004;2;42;"S";10;318;358;"1";"1";1;3;3;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;9;3;6;30;3.33
"TQRMNORVVHKOKMCDEGGFB00024510";1;2004;2;42;"S";10;318;324;"00";"00";1;1;1;2;4;4;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORWRHKOKMCDEGGFB00024511";1;2004;2;42;"S";10;318;328;"4";"3";1;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;386;193
"TQRMNOPTVHLKKNCDEGGFB00017638";1;2004;2;42;"S";10;355;547;"5";"5";1;3;2;8;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;695;231.67
"TQRMNOQSWHLKKNCDEGGFB00017640";1;2004;2;42;"S";10;355;696;"7";"6";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800;400
"TQRMNOQYWHLKKNCDEGGFB00017642";1;2004;2;42;"S";10;355;527;"9";"5";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;650;650
"TQRMNORQTHJMKRCDEGGFB00147662";1;2004;2;42;"S";10;294;0;"12";"12";1;4;2;5;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;2;2;0;2;0;0
"TQRMNOPYWHJMKRCDEGGFB00147659";1;2004;2;42;"S";10;294;334;"4";"7";1;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;5;3;2;1000;200
"TQRMNOQVPHLKKNCDEGGFB00017641";1;2004;2;42;"S";10;355;685;"9";"8";1;6;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1400;700
"TQRMNORQWHLKKNCDEGGFB00147797";1;2004;2;42;"S";10;355;0;"12";"12";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNORVWHLKKNCDEGGFB00017643";1;2004;2;42;"S";10;355;510;"8";"8";1;2;2;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;1300;433.33
"TQRMNOPSWHKMMLCDEGGFB00024458";1;2004;2;42;"S";10;311;351;"2";"2";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;320;106.67
"TQRMNOPPVHKLLMCDEGGFB00024432";1;2004;2;42;"S";10;288;518;"8";"8";1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1400;466.67
"TQRMNOPSVHKLLMCDEGGFB00024433";1;2004;2;42;"S";10;288;501;"8";"7";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1150;575
"TQRMNOPVYHKLLMCDEGGFB00024434";1;2004;2;42;"S";10;288;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1;2;2;1;2;4;1;3;0;0
"TQRMNOPRXHMPKQCDEGGFB00024723";1;2004;2;42;"S";10;634;975;"2";"5";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;700;116.67
"TQRMNOPVWHMPKQCDEGGFB00024724";1;2004;2;42;"S";10;634;654;"2";"2";1;2;2;5;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;350;116.67
"TQSMNOPVWHMPKQCDEGGFB00024725";1;2004;2;42;"S";10;634;467;"3";"2";1;1;1;6;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;292;146
"TQRMNOQSSHMPKQCDEGGFB00024726";1;2004;2;42;"S";10;634;0;"12";"12";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOSUVHMPKQCDEGGFB00024728";1;2004;2;42;"S";10;634;737;"2";"2";1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;3;1;2;350;116.67
"TQRMNOQXQHMKKRCDEGGFB00147813";1;2004;2;42;"S";10;392;709;"10";"10";1;8;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2500;1250
"TQRMNOPUPHMKKRCDEGGFB00024568";1;2004;2;42;"S";10;392;810;"10";"10";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;5645;1411.25
"TQRMNOUXUHMPKQCDEGGFB00024730";1;2004;2;42;"S";10;634;0;"12";"12";1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;0;0
"TQRMNOPTPHKNLLCDEGGFB00024489";1;2004;2;42;"S";10;319;482;"8";"6";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;920;460
"TQRMNOPYQHKNLLCDEGGFB00024490";1;2004;2;42;"S";10;319;524;"7";"6";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;766;383
"TQRMNOQRTHKNLLCDEGGFB00024491";1;2004;2;42;"S";10;319;449;"8";"3";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;500;500
"TQRMNORRUHKNLLCDEGGFB00024492";1;2004;2;42;"S";10;319;365;"4";"3";1;2;2;8;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;430;215
"TQRMNORUXHKNLLCDEGGFB00024493";1;2004;2;42;"S";10;319;588;"6";"6";1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;813;271
"TQRMNOSPUHKNLLCDEGGFB00024495";1;2004;2;42;"S";10;319;415;"6";"2";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280;280
"TQRMNORYXHKNLLCDEGGFB00024494";1;2004;2;42;"S";10;319;428;"4";"1";1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;180;180
"TQRMNOPQQHKNLLCDEGGFB00024488";1;2004;2;42;"S";10;319;0;"12";"12";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
