"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"IDIMPH"
"333813";1;1;2012;4;44;"N";17;221;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;3000;"03";"03";"02";"";"03";"03";500;"01";"01";"01";"";"01";"01";2;0;3;0;0;0;"00000"
"334338";1;1;2012;4;44;"N";17;158;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5900;"06";"06";"04";"";"06";"06";2950;"07";"08";"06";"";"08";"08";2;0;98;0;0;0;"00010"
"336397";1;1;2012;4;44;"N";17;144;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;6000;"06";"06";"04";"";"07";"06";1500;"04";"04";"03";"";"05";"04";1;0;98;0;0;0;"10000"
"334950";1;1;2012;4;44;"N";17;180;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;4500;"04";"05";"03";"";"05";"04";1125;"03";"03";"02";"";"03";"03";2;0;98;0;0;0;"10010"
"331992";1;1;2012;4;44;"N";17;154;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2000;"02";"02";"01";"";"02";"02";666.666666666667;"01";"02";"01";"";"02";"01";2;0;98;0;0;0;"00000"
"336849";1;1;2012;4;44;"N";17;174;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4000;"04";"04";"03";"";"04";"04";1000;"02";"03";"02";"";"03";"02";2;0;3;0;0;0;"00000"
"332120";1;1;2012;4;44;"N";17;171;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;5010;"05";"06";"04";"";"06";"05";1002;"02";"03";"02";"";"03";"03";1;0;98;0;0;0;"00000"
"335437";1;1;2012;4;44;"N";17;124;1;"";1;1;"";1;1;1;1;"";2;0;0;0;2;2;2;1;1;2;0;2;2;2;0;0;0;0;6;"";1;"";4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1800;"01";"01";"01";"";"01";"01";450;"01";"01";"01";"";"01";"01";2;0;98;0;0;0;"00000"
"334712";1;1;2012;4;44;"N";17;145;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;2100;"02";"02";"01";"";"02";"02";420;"01";"01";"01";"";"01";"01";2;1;98;0;0;0;"00000"
"362218";1;1;2012;4;44;"N";17;144;1;"";3;1;"";2;2;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;"01";"01";"01";"";"01";"01";1200;"03";"03";"02";"";"04";"03";1;0;98;0;0;0;"00000"
"367315";1;1;2012;4;44;"N";17;124;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;7000;"07";"07";"05";"";"07";"07";2333.33333333333;"06";"07";"05";"";"07";"07";1;2;98;0;0;0;"00000"
"364833";1;1;2012;4;44;"N";17;144;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;850;"01";"01";"01";"";"01";"01";850;"02";"02";"01";"";"02";"02";1;0;98;0;0;0;"00000"
"363934";1;1;2012;4;44;"N";17;126;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;2;2;6500;"06";"07";"05";"";"07";"06";1625;"04";"05";"03";"";"05";"04";1;0;2;0;0;0;"00000"
"363764";1;1;2012;4;44;"N";17;144;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;850;"01";"01";"01";"";"01";"01";850;"02";"02";"01";"";"02";"02";1;0;98;0;0;0;"00000"
"362132";1;1;2012;4;44;"N";17;159;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2000;"02";"02";"01";"";"02";"02";1000;"02";"03";"02";"";"03";"02";1;0;98;0;0;0;"10000"
"366797";1;1;2012;4;44;"N";17;93;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7500;"07";"08";"05";"";"08";"07";3750;"08";"09";"07";"";"09";"09";1;0;2;0;0;0;"10000"
"367197";1;1;2012;4;44;"N";17;185;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;20000;"10";"10";"10";"";"10";"10";4000;"09";"09";"07";"";"09";"09";1;0;98;0;0;0;"00000"
"359685";1;1;2012;4;44;"N";17;182;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;4215;"04";"05";"03";"";"05";"04";1405;"04";"04";"03";"";"04";"04";1;0;98;0;0;0;"00000"
"355748";1;1;2012;4;44;"N";17;116;1;"";5;2;"";3;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;4200;"04";"05";"03";"";"05";"04";2100;"06";"06";"04";"";"07";"06";2;0;98;0;0;0;"10000"
"355807";1;1;2012;4;44;"N";17;146;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;4000;"04";"04";"03";"";"04";"04";4000;"09";"09";"07";"";"09";"09";1;0;96;0;0;0;"00000"
"359891";1;1;2012;4;44;"N";17;138;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1407;"01";"01";"01";"";"01";"01";703.5;"01";"02";"01";"";"02";"01";1;3;98;0;0;0;"00000"
"356347";1;1;2012;4;44;"N";17;139;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1000;"01";"01";"01";"";"01";"01";500;"01";"01";"01";"";"01";"01";2;0;98;0;0;0;"00000"
"360572";1;1;2012;4;44;"N";17;195;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;6300;"06";"07";"05";"";"07";"06";1050;"03";"03";"02";"";"03";"03";1;0;98;0;0;0;"00000"
"341514";1;1;2012;4;44;"N";17;192;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;1;2;4;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;5000;"05";"05";"04";"";"06";"05";2500;"07";"07";"05";"";"07";"07";1;0;98;0;0;0;"00000"
"337637";1;1;2012;4;44;"N";17;133;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;6100;"06";"07";"04";"";"07";"06";2033.33333333333;"06";"06";"04";"";"06";"06";1;0;98;0;0;0;"10000"
"342070";1;1;2012;4;44;"N";17;173;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;6200;"06";"07";"05";"";"07";"06";1240;"03";"03";"02";"";"04";"03";2;0;98;0;0;0;"10000"
"339196";1;1;2012;4;44;"N";17;218;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2000;"02";"02";"01";"";"02";"02";1000;"02";"03";"02";"";"03";"02";2;1;98;0;0;0;"00000"
"341311";1;1;2012;4;44;"N";17;161;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;9700;"08";"09";"07";"";"09";"08";3233.33333333333;"08";"08";"06";"";"08";"08";1;2;4;0;0;0;"10000"
"339630";1;1;2012;4;44;"N";17;143;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3900;"04";"04";"02";"";"04";"03";1950;"05";"06";"04";"";"06";"05";2;0;98;0;0;0;"00010"
"339165";1;1;2012;4;44;"N";17;136;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;3000;"03";"03";"02";"";"03";"03";1000;"02";"03";"02";"";"03";"02";2;1;3;0;0;0;"10000"
"339868";1;1;2012;4;44;"N";17;98;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7980;"07";"08";"06";"";"08";"07";3990;"09";"09";"07";"";"09";"09";1;2;98;0;0;0;"10000"
"335609";2;1;2012;4;44;"N";17;164;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;3000;"03";"03";"02";"";"03";"03";3000;"07";"08";"06";"";"08";"08";1;0;97;0;0;0;"10000"
"334206";1;1;2012;4;44;"N";17;89;1;"";7;1;"";4;1;1;1;"";1;1;1;1;2;2;2;7;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;1;4;8500;"08";"08";"06";"";"08";"08";1700;"04";"05";"03";"";"05";"05";2;0;98;0;0;0;"10000"
"334274";1;1;2012;4;44;"N";17;127;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;9500;"08";"09";"07";"";"09";"08";2375;"06";"07";"05";"";"07";"07";2;0;98;0;0;0;"10000"
"337266";1;1;2012;4;44;"N";17;98;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;4200;"04";"05";"03";"";"05";"04";2100;"06";"06";"04";"";"07";"06";2;0;97;0;0;0;"10000"
"336159";1;1;2012;4;44;"N";17;120;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;1;4;25500;"10";"10";"10";"";"10";"10";5100;"09";"10";"08";"";"10";"10";2;0;98;0;0;0;"00000"
"331550";1;1;2012;4;44;"N";17;154;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;13600;"10";"10";"08";"";"10";"10";4533.33333333333;"09";"09";"08";"";"09";"09";1;0;98;0;0;0;"10100"
"333996";2;1;2012;4;44;"N";17;150;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2400;"02";"02";"01";"";"02";"02";600;"01";"01";"01";"";"02";"01";2;1;98;0;0;0;"10000"
"334526";1;1;2012;4;44;"N";17;153;1;"";2;1;"";3;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;11500;"09";"09";"08";"";"09";"09";3833.33333333333;"08";"09";"07";"";"09";"09";2;0;97;0;0;0;"10100"
"335931";1;1;2012;4;44;"N";17;132;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;5300;"05";"06";"04";"";"06";"05";1766.66666666667;"05";"05";"03";"";"06";"05";2;1;98;0;0;0;"10010"
"334846";1;1;2012;4;44;"N";17;128;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2040;"02";"02";"01";"";"02";"02";510;"01";"01";"01";"";"01";"01";1;0;98;0;0;0;"10000"
"366002";1;1;2012;4;44;"N";17;218;1;"";3;1;"";3;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;13000;"10";"10";"08";"";"10";"10";2600;"07";"07";"05";"";"08";"07";2;3;1;0;0;0;"00000"
"365742";1;1;2012;4;44;"N";17;193;1;"";4;1;"";3;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;7000;"07";"07";"05";"";"07";"07";1750;"05";"05";"03";"";"06";"05";2;0;97;0;0;0;"10000"
"366301";1;1;2012;4;44;"N";17;250;1;"";2;1;"";5;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1800;"01";"01";"01";"";"01";"01";1800;"05";"05";"04";"";"06";"05";1;0;98;0;0;0;"10000"
"364505";1;1;2012;4;44;"N";17;273;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;4000;"04";"04";"03";"";"04";"04";2000;"05";"06";"04";"";"06";"06";2;0;1;0;0;0;"00000"
"363005";1;1;2012;4;44;"N";17;170;1;"";2;1;"";4;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;13000;"10";"10";"08";"";"10";"10";4333.33333333333;"09";"09";"08";"";"09";"09";2;0;97;0;0;0;"10000"
"364422";1;1;2012;4;44;"N";17;143;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;12600;"09";"10";"08";"";"10";"09";4200;"09";"09";"08";"";"09";"09";2;0;1;0;0;0;"00100"
"367144";1;1;2012;4;44;"N";17;143;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;11000;"09";"09";"07";"";"09";"09";3666.66666666667;"08";"09";"07";"";"09";"08";1;0;2;0;0;0;"10000"
"360228";1;1;2012;4;44;"N";17;152;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2700;"02";"02";"02";"";"03";"02";1350;"03";"04";"02";"";"04";"03";2;0;98;0;0;0;"00010"
"355925";1;1;2012;4;44;"N";17;175;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;3;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;7;3;4;4080;"04";"04";"03";"";"05";"04";582.857142857143;"01";"01";"01";"";"01";"01";3;0;6;0;0;0;"10000"
"361489";1;1;2012;4;44;"N";17;123;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;3000;"03";"03";"02";"";"03";"03";1000;"02";"03";"02";"";"03";"02";2;0;3;0;0;0;"00000"
"359469";1;1;2012;4;44;"N";17;201;1;"";4;2;"";5;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;0;8;7400;"07";"07";"05";"";"08";"07";925;"02";"02";"02";"";"03";"02";2;0;6;7;0;0;"10100"
"357802";1;1;2012;4;44;"N";17;102;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;5280;"05";"06";"04";"";"06";"05";1760;"05";"05";"03";"";"06";"05";1;0;2;0;0;0;"11010"
"360528";1;1;2012;4;44;"N";17;181;1;"";3;1;"";5;2;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;4200;"04";"05";"03";"";"05";"04";840;"02";"02";"01";"";"02";"02";1;0;4;0;0;0;"10000"
"356515";1;1;2012;4;44;"N";17;123;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;8200;"08";"08";"06";"";"08";"07";2733.33333333333;"07";"07";"06";"";"08";"07";1;0;2;0;0;0;"10010"
"356713";1;1;2012;4;44;"N";17;152;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;10600;"09";"09";"07";"";"09";"09";5300;"10";"10";"09";"";"10";"10";1;0;97;0;0;0;"00010"
"357645";1;1;2012;4;44;"N";17;110;1;"";3;1;"";2;2;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;3700;"03";"04";"02";"";"04";"03";1850;"05";"06";"04";"";"06";"05";2;0;1;0;0;0;"10000"
"342201";1;1;2012;4;44;"N";17;110;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4600;"04";"05";"03";"";"05";"04";2300;"06";"07";"05";"";"07";"07";2;0;98;0;0;0;"00000"
"338105";1;1;2012;4;44;"N";17;139;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;4260;"04";"05";"03";"";"05";"04";852;"02";"02";"01";"";"02";"02";2;0;98;0;0;0;"00000"
"337965";1;1;2012;4;44;"N";17;188;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;5020;"05";"06";"04";"";"06";"05";1255;"03";"04";"02";"";"04";"03";1;0;2;0;0;0;"00000"
"338112";1;1;2012;4;44;"N";17;203;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;8800;"08";"08";"06";"";"08";"08";2200;"06";"06";"04";"";"07";"06";4;0;98;0;0;0;"10000"
"342125";1;1;2012;4;44;"N";17;152;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;4;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;12000;"09";"10";"08";"";"09";"09";2400;"06";"07";"05";"";"07";"07";3;4;98;0;0;0;"10000"
"340932";1;1;2012;4;44;"N";17;148;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;5000;"05";"05";"04";"";"06";"05";1250;"03";"03";"02";"";"04";"03";1;2;3;0;0;0;"00000"
"337512";1;1;2012;4;44;"N";17;115;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1500;"01";"01";"01";"";"01";"01";750;"02";"02";"01";"";"02";"02";1;0;98;0;0;0;"00000"
"340876";1;1;2012;4;44;"N";17;208;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1400;"01";"01";"01";"";"01";"01";350;"01";"01";"01";"";"01";"01";1;3;98;0;0;0;"00000"
"337897";1;1;2012;4;44;"N";17;163;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4500;"04";"05";"03";"";"05";"04";1125;"03";"03";"02";"";"03";"03";2;0;98;0;0;0;"00010"
"335750";1;1;2012;4;44;"N";17;141;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4000;"04";"04";"03";"";"04";"04";2000;"05";"06";"04";"";"06";"06";1;0;98;0;0;0;"00000"
"335690";2;1;2012;4;44;"N";17;98;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;4150;"04";"04";"03";"";"05";"04";1383.33333333333;"03";"04";"03";"";"04";"04";1;0;98;0;0;0;"00000"
