"articulo"|"division"|"grupo"|"clase"|"subclase"|"articulo_desc"|"division_desc"|"grupo_desc"|"clase_desc"|"subclase_desc"
"A0112516"|"A01"|"A011"|"A0112"|"A01125"|"Salamín"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112517"|"A01"|"A011"|"A0112"|"A01125"|"Salchichón"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112518"|"A01"|"A011"|"A0112"|"A01125"|"Otros fiambres"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112519"|"A01"|"A011"|"A0112"|"A01125"|"Surtidos de fiambres"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112520"|"A01"|"A011"|"A0112"|"A01125"|"Carnes en conserva, escabeches"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112521"|"A01"|"A011"|"A0112"|"A01125"|"Paté de foie - ave en lata"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112522"|"A01"|"A011"|"A0112"|"A01125"|"Picadillo de carne en lata"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112523"|"A01"|"A011"|"A0112"|"A01125"|"Otras pastas de carne"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0112524"|"A01"|"A011"|"A0112"|"A01125"|"Surtidos de procesados en base a carne"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Carne"|"Embutidos frescos, fiambres y procesados en base a carne"
"A0113101"|"A01"|"A011"|"A0113"|"A01131"|"Atún - lomo de atún- salmón- congrio"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113102"|"A01"|"A011"|"A0113"|"A01131"|"Brótola- lenguado"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113103"|"A01"|"A011"|"A0113"|"A01131"|"Merluza"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113104"|"A01"|"A011"|"A0113"|"A01131"|"Pejerrey"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113105"|"A01"|"A011"|"A0113"|"A01131"|"Surubí"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113106"|"A01"|"A011"|"A0113"|"A01131"|"Otros pescados de mar"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113107"|"A01"|"A011"|"A0113"|"A01131"|"Otros pescados de río"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113108"|"A01"|"A011"|"A0113"|"A01131"|"Almejas, berberechos, mejillones, cholgas, vieiras"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113109"|"A01"|"A011"|"A0113"|"A01131"|"Calamares"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113110"|"A01"|"A011"|"A0113"|"A01131"|"Langostinos y camarones"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113111"|"A01"|"A011"|"A0113"|"A01131"|"Otros mariscos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113112"|"A01"|"A011"|"A0113"|"A01131"|"Filet preparado para cocinar"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113113"|"A01"|"A011"|"A0113"|"A01131"|"Semipreparados congelados en base a pescado y mariscos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113114"|"A01"|"A011"|"A0113"|"A01131"|"Surtidos de pescados y mariscos frescos, congelados y semipreparados"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos frescos, congelados o semipreparados"
"A0113201"|"A01"|"A011"|"A0113"|"A01132"|"Atún en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0113202"|"A01"|"A011"|"A0113"|"A01132"|"Caballa en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0113203"|"A01"|"A011"|"A0113"|"A01132"|"Filet de anchoas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0113204"|"A01"|"A011"|"A0113"|"A01132"|"Mariscos en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0113205"|"A01"|"A011"|"A0113"|"A01132"|"Sardinas en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0113206"|"A01"|"A011"|"A0113"|"A01132"|"Otras conservas de pescado"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0113207"|"A01"|"A011"|"A0113"|"A01132"|"Surtidos de pescados y mariscos en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Pescado"|"Pescados y mariscos en conserva"
"A0114101"|"A01"|"A011"|"A0114"|"A01141"|"Leche común entera"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114102"|"A01"|"A011"|"A0114"|"A01141"|"Leche común descremada"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114103"|"A01"|"A011"|"A0114"|"A01141"|"Leche larga vida entera"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114104"|"A01"|"A011"|"A0114"|"A01141"|"Leche larga vida descremada"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114105"|"A01"|"A011"|"A0114"|"A01141"|"Leche en polvo entera o descremada"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114106"|"A01"|"A011"|"A0114"|"A01141"|"Leches condensadas, evaporadas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114107"|"A01"|"A011"|"A0114"|"A01141"|"Leches preparadas con aditamentos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114108"|"A01"|"A011"|"A0114"|"A01141"|"Otras leches fluidas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114109"|"A01"|"A011"|"A0114"|"A01141"|"Leche de soja"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114110"|"A01"|"A011"|"A0114"|"A01141"|"Leches vegetales"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114111"|"A01"|"A011"|"A0114"|"A01141"|"Surtidos de leche"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114112"|"A01"|"A011"|"A0114"|"A01141"|"Leche en polvo fortificada para lactantes"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114113"|"A01"|"A011"|"A0114"|"A01141"|"Leche fluida fortificada para lactantes"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Leches"
"A0114201"|"A01"|"A011"|"A0114"|"A01142"|"Queso crema para untar"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114202"|"A01"|"A011"|"A0114"|"A01142"|"Queso de máquina"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114203"|"A01"|"A011"|"A0114"|"A01142"|"Queso doble crema - cuartirolo"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114204"|"A01"|"A011"|"A0114"|"A01142"|"Queso fontina - gouda - chubut - edan - fymbo"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114205"|"A01"|"A011"|"A0114"|"A01142"|"Queso fundido"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114206"|"A01"|"A011"|"A0114"|"A01142"|"Queso paté-gras - mar del plata"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114207"|"A01"|"A011"|"A0114"|"A01142"|"Queso port salut"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114208"|"A01"|"A011"|"A0114"|"A01142"|"Queso para rallar"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114209"|"A01"|"A011"|"A0114"|"A01142"|"Queso rallado"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114210"|"A01"|"A011"|"A0114"|"A01142"|"Muzzarella"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114211"|"A01"|"A011"|"A0114"|"A01142"|"Ricota"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114212"|"A01"|"A011"|"A0114"|"A01142"|"Otros quesos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114213"|"A01"|"A011"|"A0114"|"A01142"|"Surtidos de quesos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Quesos"
"A0114301"|"A01"|"A011"|"A0114"|"A01143"|"Crema de leche"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114302"|"A01"|"A011"|"A0114"|"A01143"|"Yogur natural o saborizado"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114303"|"A01"|"A011"|"A0114"|"A01143"|"Yogur con aditamentos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114304"|"A01"|"A011"|"A0114"|"A01143"|"Dulce de leche"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114305"|"A01"|"A011"|"A0114"|"A01143"|"Postres lácteos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114306"|"A01"|"A011"|"A0114"|"A01143"|"Otros productos lácteos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114307"|"A01"|"A011"|"A0114"|"A01143"|"Surtidos de productos lácteos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Yogur y otros productos lácteos"
"A0114401"|"A01"|"A011"|"A0114"|"A01144"|"Huevos de gallina"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Huevos"
"A0114402"|"A01"|"A011"|"A0114"|"A01144"|"Otros huevos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Leche, queso y huevos"|"Huevos"
"A0115101"|"A01"|"A011"|"A0115"|"A01151"|"Aceite mezcla"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115102"|"A01"|"A011"|"A0115"|"A01151"|"Aceite de girasol"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115103"|"A01"|"A011"|"A0115"|"A01151"|"Aceite de maíz"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115104"|"A01"|"A011"|"A0115"|"A01151"|"Aceite de oliva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115105"|"A01"|"A011"|"A0115"|"A01151"|"Aceite de soja"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115106"|"A01"|"A011"|"A0115"|"A01151"|"Otros aceites"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115107"|"A01"|"A011"|"A0115"|"A01151"|"Surtidos de aceites"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Aceites"
"A0115201"|"A01"|"A011"|"A0115"|"A01152"|"Grasa porcina"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Grasas para la cocina"
"A0115202"|"A01"|"A011"|"A0115"|"A01152"|"Grasa vacuna"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Grasas para la cocina"
"A0115203"|"A01"|"A011"|"A0115"|"A01152"|"Margarina"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Grasas para la cocina"
"A0115204"|"A01"|"A011"|"A0115"|"A01152"|"Otras grasas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Grasas para la cocina"
"A0115205"|"A01"|"A011"|"A0115"|"A01152"|"Surtidos de grasa para la cocina"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Grasas para la cocina"
"A0115301"|"A01"|"A011"|"A0115"|"A01153"|"Manteca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Aceites y grasas"|"Manteca"
"A0116101"|"A01"|"A011"|"A0116"|"A01161"|"Ananá"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116102"|"A01"|"A011"|"A0116"|"A01161"|"Banana"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116103"|"A01"|"A011"|"A0116"|"A01161"|"Cerezas, guindas frescas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116104"|"A01"|"A011"|"A0116"|"A01161"|"Ciruela"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116105"|"A01"|"A011"|"A0116"|"A01161"|"Damasco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116106"|"A01"|"A011"|"A0116"|"A01161"|"Durazno"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116107"|"A01"|"A011"|"A0116"|"A01161"|"Frutillas frescas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116108"|"A01"|"A011"|"A0116"|"A01161"|"Kiwi fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116109"|"A01"|"A011"|"A0116"|"A01161"|"Limón"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116110"|"A01"|"A011"|"A0116"|"A01161"|"Mandarina"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116111"|"A01"|"A011"|"A0116"|"A01161"|"Manzana"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116112"|"A01"|"A011"|"A0116"|"A01161"|"Melón fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116113"|"A01"|"A011"|"A0116"|"A01161"|"Naranja"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116114"|"A01"|"A011"|"A0116"|"A01161"|"Palta fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116115"|"A01"|"A011"|"A0116"|"A01161"|"Pelón fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116116"|"A01"|"A011"|"A0116"|"A01161"|"Pera"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116117"|"A01"|"A011"|"A0116"|"A01161"|"Pomelo fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116118"|"A01"|"A011"|"A0116"|"A01161"|"Sandia fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116119"|"A01"|"A011"|"A0116"|"A01161"|"Uva fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116120"|"A01"|"A011"|"A0116"|"A01161"|"Otras frutas frescas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116121"|"A01"|"A011"|"A0116"|"A01161"|"Frutas congeladas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116122"|"A01"|"A011"|"A0116"|"A01161"|"Surtidos de frutas frescas o congeladas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas frescas o congeladas"
"A0116201"|"A01"|"A011"|"A0116"|"A01162"|"Ananá en almíbar o en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116202"|"A01"|"A011"|"A0116"|"A01162"|"Duraznos en almíbar o en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116203"|"A01"|"A011"|"A0116"|"A01162"|"Ensalada de frutas en almíbar o  en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116204"|"A01"|"A011"|"A0116"|"A01162"|"Otras frutas en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116205"|"A01"|"A011"|"A0116"|"A01162"|"Frutas secas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116206"|"A01"|"A011"|"A0116"|"A01162"|"Ciruelas disecadas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116207"|"A01"|"A011"|"A0116"|"A01162"|"Pasas de uva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116208"|"A01"|"A011"|"A0116"|"A01162"|"Otras frutas disecadas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0116209"|"A01"|"A011"|"A0116"|"A01162"|"Surtidos de frutas procesadas, secas o en conserva"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Frutas"|"Frutas procesadas, secas o en conserva"
"A0117101"|"A01"|"A011"|"A0117"|"A01171"|"Acelga fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117102"|"A01"|"A011"|"A0117"|"A01171"|"Ají fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117103"|"A01"|"A011"|"A0117"|"A01171"|"Ajo"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117104"|"A01"|"A011"|"A0117"|"A01171"|"Albahaca, perejil fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117105"|"A01"|"A011"|"A0117"|"A01171"|"Alcauciles"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117106"|"A01"|"A011"|"A0117"|"A01171"|"Apio, hinojo fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117107"|"A01"|"A011"|"A0117"|"A01171"|"Arvejas frescas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117108"|"A01"|"A011"|"A0117"|"A01171"|"Batata fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117109"|"A01"|"A011"|"A0117"|"A01171"|"Berenjenas frescas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117110"|"A01"|"A011"|"A0117"|"A01171"|"Cebolla común fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117111"|"A01"|"A011"|"A0117"|"A01171"|"Cebolla de verdeo, puerro fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117112"|"A01"|"A011"|"A0117"|"A01171"|"Coliflor, brócoli fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117113"|"A01"|"A011"|"A0117"|"A01171"|"Chauchas frescas"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117114"|"A01"|"A011"|"A0117"|"A01171"|"Choclo fresco"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117115"|"A01"|"A011"|"A0117"|"A01171"|"Espinaca fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117116"|"A01"|"A011"|"A0117"|"A01171"|"Hongos"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117117"|"A01"|"A011"|"A0117"|"A01171"|"Lechuga fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
"A0117118"|"A01"|"A011"|"A0117"|"A01171"|"Mandioca fresca"|"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS"|"ALIMENTOS "|"Verduras, tubérculos y legumbres"|"Verduras frescas"
